cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
AUT,2004,Other High Income Countries,OHI,Austria,AUT,2004,national,,,,income,,,2.15,8e-04,7e-04,6e-04,0.0021,58.2156,50.1839,,,,,,,,,,,,,,,0.8309,8171966,40651.2266,22117.6287,FALSE,micro,survey
AZE,2004,Europe & Central Asia,ECA,Azerbaijan,AZE,2004,national,,,,consumption,,,2.15,0,0,0,0,8.7402,7.2914,,,,,,,,,,,,,,,0.487,8306500,2077.8856,,FALSE,micro,survey
BDI,2004,Sub-Saharan Africa,SSA,Burundi,BDI,2004,national,,,,consumption,,,2.15,0.7414,0.3106,0.1616,0.4648,1.9021,1.4479,,,,,,,,,,,,,,,654.4216,7120496,303.1197,205.644,TRUE,micro,interpolation
BEL,2004,Other High Income Countries,OHI,Belgium,BEL,2004,national,,,,income,,,2.15,5e-04,2e-04,2e-04,4e-04,52.8934,45.1236,,,,,,,,,,,,,,,0.8453,10421137,37761.2813,19355.8106,FALSE,micro,survey
BEN,2004,Sub-Saharan Africa,SSA,Benin,BEN,2004,national,,,,consumption,,,2.15,0.5203,0.1793,0.0819,0.2475,2.8262,2.085,,,,,,,,,,,,,,,219.4763,7894554,938.0382,746.2792,TRUE,micro,interpolation
BFA,2004,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2004,national,,,,consumption,,,2.15,0.5443,0.2145,0.1073,0.3108,2.8098,1.9176,,,,,,,,,,,,,,,199.7414,13445977,476.01,381.3817,TRUE,micro,interpolation
BGD,2004,South Asia,SAS,Bangladesh,BGD,2004,national,,,,consumption,,,2.15,0.2719,0.0546,0.0161,0.0655,3.6621,2.844,,,,,,,,,,,,,,,29.5141,138789725,741.0589,596.0653,TRUE,micro,interpolation
BGR,2004,Europe & Central Asia,ECA,Bulgaria,BGR,2004,national,,,,consumption,,,2.15,0.0074,0.0016,5e-04,0.0021,10.7827,9.3701,,,,,,,,,,,,,,,0.7354,7716860,4853.9446,2926.863,TRUE,micro,interpolation
BHR,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,2004,Europe & Central Asia,ECA,Bosnia and Herzegovina,BIH,2004,national,,,,consumption,,,2.15,0.0018,6e-04,3e-04,9e-04,20.3859,16.501,,,,,,,,,,,,,,,0.7819,4142860,3061.552,2647.6797,FALSE,micro,survey
BLR,2004,Europe & Central Asia,ECA,Belarus,BLR,2004,national,,,,consumption,,,2.15,0.013,0.0023,7e-04,0.0028,7.3411,6.5615,,,,,,,,,,,,,,,6165.2094,9730146,3522.5093,1290.0217,FALSE,micro,survey
BLZ,2004,Latin America & Caribbean,LAC,Belize,BLZ,2004,national,,,,income,,,2.15,0.1623,0.0722,0.0448,0.1126,8.732,5.1845,,,,,,,,,,,,,,,1.309,272128,6353.2274,3813.8089,TRUE,micro,extrapolation
BMU,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2004,Latin America & Caribbean,LAC,Bolivia,BOL,2004,national,,,,income,,,2.15,0.1022,0.0438,0.0256,0.0696,13.1819,7.4574,,,,,,,,,,,,,,,2.6119,9216279,2097.2584,1487.7466,FALSE,micro,survey
BRA,2004,Latin America & Caribbean,LAC,Brazil,BRA,2004,national,,,,income,,,2.15,0.1106,0.0416,0.0228,0.0626,13.4673,7.3253,,,,,,,,,,,,,,,2.3274,184722043,7178.3467,4052.9206,FALSE,micro,survey
BRB,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,2004,South Asia,SAS,Bhutan,BTN,2004,national,,,,consumption,,,2.15,0.1095,0.0197,0.0054,0.0233,6.1874,4.458,,,,,,,,,,,,,,,20.4738,649991,1385.3964,684.2035,TRUE,micro,interpolation
BWA,2004,Sub-Saharan Africa,SSA,Botswana,BWA,2004,national,,,,consumption,,,2.15,0.2579,0.0951,0.0477,0.1406,10.0844,4.086,,,,,,,,,,,,,,,5.0087,1859085,5219.2878,1445.164,TRUE,micro,interpolation
CAF,2004,Sub-Saharan Africa,SSA,Central African Republic,CAF,2004,national,,,,consumption,,,2.15,0.6854,0.3772,0.2556,0.7197,2.5349,1.368,,,,,,,,,,,,,,,306.8083,4115138,442.0152,,TRUE,mixed,interpolation
CAN,2004,Other High Income Countries,OHI,Canada,CAN,2004,national,,,,income,,,2.15,0.0024,0.0015,9e-04,0.0022,54.326,45.4655,,,,,,,,,,,,,,,1.2867,31940655,40093.8073,20785.8956,FALSE,micro,survey
CHE,2004,Other High Income Countries,OHI,Switzerland,CHE,2004,national,,,,income,,,2.15,2e-04,2e-04,1e-04,3e-04,71.2867,59.3069,,,,,,,,,,,,,,,1.3586,7389625,74718.6836,41043.8187,TRUE,micro,interpolation
CHI,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2004,Latin America & Caribbean,LAC,Chile,CHL,2004,national,,,,income,,,2.15,0.0403,0.0158,0.01,0.0198,14.3288,8.866,,,,,,,,,,,,,,,478.9957,16017966,9746.1833,5180.8232,TRUE,micro,interpolation
CHN-R,2004,East Asia & Pacific,EAP,China,CHN,2004,rural,,,,consumption,,,2.15,0.4368,0.136,0.0564,0.1848,3.0534,2.3626,,,,,,,,,,,,,,,3.495,762817902,3061.8333,1068.1385,TRUE,aggregate,interpolation
CHN-U,2004,East Asia & Pacific,EAP,China,CHN,2004,urban,,,,consumption,,,2.15,0.0516,0.0114,0.0046,0.0135,6.688,5.4395,,,,,,,,,,,,,,,4.3185,533257098,3061.8333,1068.1385,TRUE,aggregate,interpolation
CIV,2004,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2004,national,,,,consumption,,,2.15,0.3324,0.1105,0.0532,0.159,3.9207,2.7816,,,,,,,,,,,,,,,247.1344,18544903,1534.0767,,TRUE,micro,interpolation
CMR,2004,Sub-Saharan Africa,SSA,Cameroon,CMR,2004,national,,,,consumption,,,2.15,0.2687,0.0757,0.0297,0.0982,4.7097,3.2944,,,,,,,,,,,,,,,236.9115,16809407,1256.6936,875.9776,TRUE,micro,interpolation
COD,2004,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2004,national,,,,consumption,,,2.15,0.9191,0.5942,0.4243,1.1222,0.9761,0.6938,,,,,,,,,,,,,,,630.6055,54815607,342.46,295.8651,TRUE,micro,extrapolation
COG,2004,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2004,national,,,,consumption,,,2.15,0.514,0.2077,0.1078,0.3054,3.2612,2.0814,,,,,,,,,,,,,,,285.9693,3543012,2061.3482,682.2068,TRUE,micro,extrapolation
COL,2004,Latin America & Caribbean,LAC,Colombia,COL,2004,national,,,,income,,,2.15,0.1201,0.0396,0.0198,0.0576,10.5934,5.789,,,,,,,,,,,,,,,1419.3743,41648268,4301.035,2924.398,FALSE,micro,survey
COM,2004,Sub-Saharan Africa,SSA,Comoros,COM,2004,national,,,,consumption,,,2.15,0.1463,0.0422,0.0171,0.0566,8.6872,4.6515,,,,,,,,,,,,,,,213.5182,581154,1209.8631,1145.08,FALSE,micro,survey
CPV,2004,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2004,national,,,,consumption,,,2.15,0.1594,0.0446,0.0185,0.0599,7.6257,4.6136,,,,,,,,,,,,,,,47.6121,486583,2344.5188,,TRUE,micro,interpolation
CRI,2004,Latin America & Caribbean,LAC,Costa Rica,CRI,2004,national,,,,income,,,2.15,0.0466,0.0185,0.0113,0.0271,17.1284,11.1726,,,,,,,,,,,,,,,372.6693,4252800,8340.8299,5038.846,FALSE,micro,survey
CUB,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2004,Other High Income Countries,OHI,Cyprus,CYP,2004,national,,,,income,,,2.15,9e-04,7e-04,6e-04,2e-04,44.9235,38.0855,,,,,,,,,,,,,,,0.6682,1018684,24799.5371,15854.3242,FALSE,micro,survey
CZE,2004,Europe & Central Asia,ECA,Czech Republic,CZE,2004,national,,,,income,,,2.15,0,0,0,0,26.8759,23.6927,,,,,,,,,,,,,,,13.6514,10197101,14070.2805,7085.3962,FALSE,micro,survey
DEU,2004,Other High Income Countries,OHI,Germany,DEU,2004,national,,,,income,,,2.15,0,0,0,0,56.6585,48.0353,,,,,,,,,,,,,,,0.7872,82516260,35034.0806,19609.3805,FALSE,micro,survey
DJI,2004,Middle East & North Africa,MNA,Djibouti,DJI,2004,national,,,,consumption,,,2.15,0.2263,0.0742,0.0358,0.1097,4.8221,3.5846,,,,,,,,,,,,,,,104.7365,818373,1652.5978,,TRUE,micro,interpolation
DMA,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,2004,Other High Income Countries,OHI,Denmark,DNK,2004,national,,,,income,,,2.15,0.0031,0.0022,0.0019,0.003,52.3097,47.1309,,,,,,,,,,,,,,,7.891,5404523,50792.001,23802.9619,FALSE,micro,survey
DOM,2004,Latin America & Caribbean,LAC,Dominican Republic,DOM,2004,national,,,,income,,,2.15,0.1161,0.0364,0.0173,0.0499,9.8768,5.8846,,,,,,,,,,,,,,,24.3906,9043127,4272.0752,2963.0851,FALSE,micro,survey
DZA,2004,Middle East & North Africa,MNA,Algeria,DZA,2004,national,,,,consumption,,,2.15,0.0252,0.0052,0.0021,0.0064,7.5851,6.4004,,,,,,,,,,,,,,,38.2097,32510186,3612.753,1215.4964,TRUE,group,interpolation
ECU,2004,Latin America & Caribbean,LAC,Ecuador,ECU,2004,national,,,,income,,,2.15,0.1502,0.0623,0.0382,0.0822,9.5873,5.6041,,,,,,,,,,,,,,,0.5745,13534593,4746.8072,3059.6728,FALSE,micro,survey
EGY,2004,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2004,national,,,,consumption,,,2.15,0.032,0.0046,0.0011,0.0053,5.8763,4.6932,,,,,,,,,,,,,,,4.8435,77522427,2671.2848,2047.3455,TRUE,mixed,interpolation
ERI,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2004,Other High Income Countries,OHI,Spain,ESP,2004,national,,,,income,,,2.15,0.0082,0.006,0.0053,0.0071,38.9382,32.9563,,,,,,,,,,,,,,,0.7029,42921895,25654.3366,15796.1087,FALSE,micro,survey
EST,2004,Europe & Central Asia,ECA,Estonia,EST,2004,national,,,,consumption,,,2.15,0.0055,0.0013,5e-04,0.0017,13.9677,11.4022,,,,,,,,,,,,,,,0.5964,1362550,13282.5455,6538.041,FALSE,micro,survey
ETH,2004,Sub-Saharan Africa,SSA,Ethiopia,ETH,2004,national,,,,consumption,,,2.15,0.3952,0.0963,0.0327,0.1196,2.9139,2.4562,,,,,,,,,,,,,,,8.4964,75301026,293.2896,,TRUE,micro,interpolation
FIN,2004,Other High Income Countries,OHI,Finland,FIN,2004,national,,,,income,,,2.15,4e-04,3e-04,2e-04,7e-04,47.9953,40.9795,,,,,,,,,,,,,,,0.9333,5228172,41522.1751,20561.6025,FALSE,micro,survey
FJI,2004,East Asia & Pacific,EAP,Fiji,FJI,2004,national,,,,consumption,,,2.15,0.0129,0.0021,5e-04,0.0025,10.479,7.806,,,,,,,,,,,,,,,0.9859,866694,4302.348,,TRUE,micro,interpolation
FRA,2004,Other High Income Countries,OHI,France,FRA,2004,national,,,,income,,,2.15,5e-04,2e-04,2e-04,6e-04,48.042,40.643,,,,,,,,,,,,,,,0.8354,62716306,34893.5298,18496.4909,FALSE,micro,survey
FRO,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2004,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2004,national,,,,consumption,,,2.15,0.0861,0.0202,0.0067,0.0251,7.8351,5.7672,,,,,,,,,,,,,,,0.9772,111438,2838.9747,,TRUE,micro,extrapolation
GAB,2004,Sub-Saharan Africa,SSA,Gabon,GAB,2004,national,,,,consumption,,,2.15,0.0547,0.0123,0.0045,0.0159,8.7896,6.2461,,,,,,,,,,,,,,,319.1603,1417110,7171.6835,2107.2686,TRUE,micro,extrapolation
GBR,2004,Other High Income Countries,OHI,United Kingdom,GBR,2004,national,,,,income,,,2.15,0.0025,0.002,0.0016,0.0041,51.1159,41.1608,,,,,,,,,,,,,,,0.7797,59987905,42214.3534,27209.0198,FALSE,micro,survey
GEO,2004,Europe & Central Asia,ECA,Georgia,GEO,2004,national,,,,consumption,,,2.15,0.1237,0.0376,0.0181,0.0567,5.9791,4.8885,,,,,,,,,,,,,,,0.9247,3927340,2112.2225,,FALSE,micro,survey
GHA,2004,Sub-Saharan Africa,SSA,Ghana,GHA,2004,national,,,,consumption,,,2.15,0.4599,0.1799,0.0942,0.2699,3.1332,2.292,,,,,,,,,,,,,,,1.751,21906444,1105.6857,,TRUE,micro,interpolation
GIB,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2004,Sub-Saharan Africa,SSA,Guinea,GIN,2004,national,,,,consumption,,,2.15,0.5244,0.1976,0.0981,0.2853,2.8799,2.0518,,,,,,,,,,,,,,,3446.9322,8961039,652.5042,,TRUE,micro,interpolation
GMB,2004,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2004,national,,,,consumption,,,2.15,0.4717,0.1841,0.0957,0.2759,3.5094,2.2841,,,,,,,,,,,,,,,15.1142,1612225,697.4725,589.1518,TRUE,micro,interpolation
GNB,2004,Sub-Saharan Africa,SSA,Guinea-Bissau,GNB,2004,national,,,,consumption,,,2.15,0.5795,0.2221,0.113,0.3286,2.5303,1.8811,,,,,,,,,,,,,,,232.1995,1347009,538.5425,499.4902,TRUE,micro,interpolation
GNQ,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,2004,Other High Income Countries,OHI,Greece,GRC,2004,national,,,,income,,,2.15,0.0064,0.0049,0.0043,0.0028,38.1893,32.2692,,,,,,,,,,,,,,,0.6463,10955141,22118.1558,14295.9365,FALSE,micro,survey
GRD,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRL,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2004,Latin America & Caribbean,LAC,Guatemala,GTM,2004,national,,,,income,,,2.15,0.1102,0.0381,0.0192,0.0557,11.9554,6.9914,,,,,,,,,,,,,,,4.4033,12682108,3282.3146,2740.3921,TRUE,micro,interpolation
GUM,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2004,Latin America & Caribbean,LAC,Guyana,GUY,2004,national,,,,income,,,2.15,0.113,0.0555,0.0398,0.1375,8.825,6.3683,,,,,,,,,,,,,,,115.6263,760424,3947.4473,,TRUE,micro,extrapolation
HKG,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,2004,Latin America & Caribbean,LAC,Honduras,HND,2004,national,,,,income,,,2.15,0.2543,0.1115,0.0672,0.1752,8.6158,4.5684,,,,,,,,,,,,,,,10.8388,7383407,1887.0853,1410.4822,FALSE,micro,survey
HRV,2004,Europe & Central Asia,ECA,Croatia,HRV,2004,national,,,,consumption,,,2.15,0,0,0,0,32.6741,27.8451,,,,,,,,,,,,,,,3.8147,4304600,11061.1953,7010.3199,FALSE,micro,survey
HTI,2004,Latin America & Caribbean,LAC,Haiti,HTI,2004,national,,,,income,,,2.15,0.663,0.369,0.2512,0.7121,2.7965,1.4089,,,,,,,,,,,,,,,31.1029,8961489,1283.9314,1255.008,TRUE,micro,interpolation
HUN,2004,Europe & Central Asia,ECA,Hungary,HUN,2004,national,,,,consumption,,,2.15,0,0,0,0,17.5995,15.1077,,,,,,,,,,,,,,,147.3767,10107146,10792.7374,6047.9099,FALSE,micro,survey
IDN-R,2004,East Asia & Pacific,EAP,Indonesia,IDN,2004,rural,,,,consumption,,,2.15,0.3842,0.0945,0.0321,0.1171,2.7866,2.4452,,,,,,,,,,,,,,,4746.8516,123929579,2083.8825,1301.6665,FALSE,micro,survey
IDN-U,2004,East Asia & Pacific,EAP,Indonesia,IDN,2004,urban,,,,consumption,,,2.15,0.1316,0.0255,0.0074,0.0305,4.82,3.7652,,,,,,,,,,,,,,,5098.1961,102009016,2083.8825,1301.6665,FALSE,micro,survey
IMN,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND-R,2004,South Asia,SAS,India,IND,2004,rural,,,,consumption,,,2.15,0.4616,0.1147,0.04,0.1438,2.7507,2.2468,,,,,,,,,,,,,,,17.092,807850031,879.4911,548.0875,TRUE,micro,interpolation
IND-U,2004,South Asia,SAS,India,IND,2004,urban,,,,consumption,,,2.15,0.27,0.0656,0.0227,0.0823,4.084,3.0801,,,,,,,,,,,,,,,20.7873,328414552,879.4911,548.0875,TRUE,micro,interpolation
IRL,2004,Other High Income Countries,OHI,Ireland,IRL,2004,national,,,,income,,,2.15,5e-04,3e-04,2e-04,3e-04,45.2108,37.1278,,,,,,,,,,,,,,,0.9707,4070262,48281.5084,19627.3335,FALSE,micro,survey
IRN,2004,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2004,national,,,,consumption,,,2.15,0.0129,0.0025,8e-04,0.0031,15.2168,10.7196,,,,,,,,,,,,,,,13944.9043,69061674,4649.1923,2293.1431,TRUE,mixed,interpolation
IRQ,2004,Middle East & North Africa,MNA,Iraq,IRQ,2004,national,,,,consumption,,,2.15,8e-04,1e-04,6.2825e-06,1e-04,10.0765,8.5942,,,,,,,,,,,,,,,586.4968,27858948,3320.3789,,TRUE,micro,extrapolation
ISL,2004,Other High Income Countries,OHI,Iceland,ISL,2004,national,,,,income,,,2.15,0.0017,0.001,8e-04,0.0028,48.7093,41.56,,,,,,,,,,,,,,,155.6479,292074,46766.0169,26188.3158,FALSE,micro,survey
ISR,2004,Other High Income Countries,OHI,Israel,ISR,2004,national,,,,income,,,2.15,0.005,0.0028,0.0018,0.0047,27.6189,21.3915,,,,,,,,,,,,,,,4.2066,6809000,28836.5132,15713.037,FALSE,micro,survey
ITA,2004,Other High Income Countries,OHI,Italy,ITA,2004,national,,,,income,,,2.15,0.006,0.0049,0.0043,0.0038,48.9883,41.2474,,,,,,,,,,,,,,,0.7672,57685327,33150.4762,19723.2806,FALSE,micro,survey
JAM,2004,Latin America & Caribbean,LAC,Jamaica,JAM,2004,national,,,,consumption,,,2.15,0.0118,0.0026,8e-04,0.0031,15.2058,9.9491,,,,,,,,,,,,,,,70.3916,2664024,5238.1745,,FALSE,micro,survey
JOR,2004,Middle East & North Africa,MNA,Jordan,JOR,2004,national,,,,consumption,,,2.15,0.0012,2e-04,1e-04,2e-04,14.4009,11.1226,,,,,,,,,,,,,,,0.3292,5532423,4183.8511,,TRUE,micro,interpolation
JPN,2004,Other High Income Countries,OHI,Japan,JPN,2004,national,,,,income,,,2.15,0.0048,0.0021,0.0012,0.0033,42.191,35.805,,,,,,,,,,,,,,,113.0232,127761000,32515.1158,18206.1918,TRUE,micro,extrapolation
KAZ,2004,Europe & Central Asia,ECA,Kazakhstan,KAZ,2004,national,,,,consumption,,,2.15,0.0332,0.0056,0.0016,0.0067,6.7158,5.562,,,,,,,,,,,,,,,125.2634,15012984,6580.8841,2825.7664,FALSE,micro,survey
KEN,2004,Sub-Saharan Africa,SSA,Kenya,KEN,2004,national,,,,consumption,,,2.15,0.3694,0.1288,0.0631,0.1888,4.147,2.7659,,,,,,,,,,,,,,,41.6348,34791836,1188.5707,890.8394,TRUE,micro,interpolation
KGZ,2004,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2004,national,,,,consumption,,,2.15,0.1158,0.0238,0.008,0.0296,5.1338,3.9683,,,,,,,,,,,,,,,19.3727,5104700,831.4842,672.5473,FALSE,micro,survey
KHM,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,2004,East Asia & Pacific,EAP,Kiribati,KIR,2004,national,,,,consumption,,,2.15,0.1403,0.0377,0.0149,0.0498,5.5021,4.4082,,,,,,,,,,,,,,,0.981,96224,1399.1574,,TRUE,micro,extrapolation
KNA,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,2004,Other High Income Countries,OHI,"Korea, Rep.",KOR,2004,national,,,,income,,,2.15,0.0049,0.0019,0.0012,0.0032,32.7844,28.4461,,,,,,,,,,,,,,,974.2056,48082519,20361.0693,10846.8342,TRUE,micro,extrapolation
KSV,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2004,East Asia & Pacific,EAP,Lao PDR,LAO,2004,national,,,,consumption,,,2.15,0.2072,0.0435,0.0141,0.0537,4.0313,3.176,,,,,,,,,,,,,,,3133.8118,5768167,1091.3009,813.8595,TRUE,micro,interpolation
LBN,2004,Middle East & North Africa,MNA,Lebanon,LBN,2004,national,,,,consumption,,,2.15,0,0,0,0,23.0459,19.5505,,,,,,,,,,,,,,,761.8333,4574797,6669.2531,5811.8957,TRUE,micro,extrapolation
LBR,2004,Sub-Saharan Africa,SSA,Liberia,LBR,2004,national,,,,consumption,,,2.15,0.5805,0.2196,0.1138,0.3338,2.3759,1.9236,,,,,,,,,,,,,,,47.996,3122447,541.9087,,TRUE,micro,extrapolation
LBY,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,2004,Latin America & Caribbean,LAC,St. Lucia,LCA,2004,national,,,,income,,,2.15,0.0722,0.028,0.0173,0.0385,12.326,8.6257,,,,,,,,,,,,,,,2.0792,164239,9653.5444,,TRUE,mixed,interpolation
LIE,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,2004,South Asia,SAS,Sri Lanka,LKA,2004,national,,,,consumption,,,2.15,0.0767,0.013,0.0035,0.0153,6.3799,4.522,,,,,,,,,,,,,,,55.5009,19490431,2216.2721,1551.7575,TRUE,micro,interpolation
LSO,2004,Sub-Saharan Africa,SSA,Lesotho,LSO,2004,national,,,,consumption,,,2.15,0.6264,0.3293,0.216,0.6013,2.4667,1.5766,,,,,,,,,,,,,,,5.244,1985384,811.98,556.9825,TRUE,micro,interpolation
LTU,2004,Europe & Central Asia,ECA,Lithuania,LTU,2004,national,,,,consumption,,,2.15,9e-04,2e-04,1e-04,3e-04,16.1912,13.0697,,,,,,,,,,,,,,,0.4884,3377075,8919.0817,5565.1379,FALSE,micro,survey
LUX,2004,Other High Income Countries,OHI,Luxembourg,LUX,2004,national,,,,income,,,2.15,2e-04,1e-04,0,1e-04,77.7467,66.8557,,,,,,,,,,,,,,,0.9658,458095,100292.5685,33368.9051,FALSE,micro,survey
LVA,2004,Europe & Central Asia,ECA,Latvia,LVA,2004,national,,,,consumption,,,2.15,0.0028,6e-04,2e-04,7e-04,15.7094,12.7226,,,,,,,,,,,,,,,0.5538,2263122,9405.0617,5425.2555,FALSE,micro,survey
MAC,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAF,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,2004,Middle East & North Africa,MNA,Morocco,MAR,2004,national,,,,consumption,,,2.15,0.0567,0.0119,0.0039,0.0147,7.5205,5.4156,,,,,,,,,,,,,,,4.2908,30033125,2295.0154,1336.507,TRUE,micro,interpolation
MCO,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,2004,Europe & Central Asia,ECA,Moldova,MDA,2004,national,,,,consumption,,,2.15,0.0655,0.0143,0.0048,0.0178,6.3256,5.084,,,,,,,,,,,,,,,6.3825,2896023,1781.4257,1444.5339,FALSE,micro,survey
MDG,2004,Sub-Saharan Africa,SSA,Madagascar,MDG,2004,national,,,,consumption,,,2.15,0.7461,0.3488,0.1977,0.5418,1.9184,1.3447,,,,,,,,,,,,,,,962.9596,18250774,451.9212,371.7326,TRUE,micro,interpolation
MDV,2004,South Asia,SAS,Maldives,MDV,2004,national,,,,consumption,,,2.15,0.0434,0.0091,0.0027,0.0109,8.0943,5.9243,,,,,,,,,,,,,,,9.7936,302135,8023.4957,,TRUE,micro,interpolation
MEX,2004,Latin America & Caribbean,LAC,Mexico,MEX,2004,national,,,,income,,,2.15,0.0595,0.0196,0.0095,0.0276,12.8588,7.9377,,,,,,,,,,,,,,,9.8615,103945813,8849.5292,6092.4855,FALSE,micro,survey
MHL,2004,East Asia & Pacific,EAP,Marshall Islands,MHL,2004,national,,,,consumption,,,2.15,0.0345,0.0065,0.0021,0.0081,8.3031,6.5984,,,,,,,,,,,,,,,1.0292,54435,3081.4048,2755.8047,TRUE,micro,extrapolation
MKD,2004,Europe & Central Asia,ECA,North Macedonia,MKD,2004,national,,,,consumption,,,2.15,0.0077,0.0019,6e-04,0.0024,15.4215,12.2261,,,,,,,,,,,,,,,22.1667,2032544,3445.8084,2603.1251,FALSE,micro,survey
MLI,2004,Sub-Saharan Africa,SSA,Mali,MLI,2004,national,,,,consumption,,,2.15,0.5371,0.1974,0.0964,0.2822,2.7408,2.0097,,,,,,,,,,,,,,,205.2734,12751995,646.928,419.66,TRUE,micro,interpolation
MLT,2004,Other High Income Countries,OHI,Malta,MLT,2004,national,,,,income,,,2.15,0.0051,0.002,0.0011,0.0032,32.7266,29.201,,,,,,,,,,,,,,,0.6281,401268,17652.6988,10757.5756,TRUE,micro,extrapolation
MMR,2004,East Asia & Pacific,EAP,Myanmar,MMR,2004,national,,,,consumption,,,2.15,0.5663,0.1927,0.087,0.2656,2.6052,1.9366,,,,,,,,,,,,,,,389.8429,47338446,509.3087,,TRUE,micro,extrapolation
MNE,2004,Europe & Central Asia,ECA,Montenegro,MNE,2004,national,,,,consumption,,,2.15,0.0023,7e-04,2e-04,8e-04,13.9981,11.9891,,,,,,,,,,,,,,,0.4187,613353,4819.1456,,TRUE,micro,extrapolation
MNG,2004,East Asia & Pacific,EAP,Mongolia,MNG,2004,national,,,,consumption,,,2.15,0.0687,0.0139,0.0045,0.0173,6.2957,5.155,,,,,,,,,,,,,,,873.542,2537949,1919.7572,,TRUE,micro,interpolation
MNP,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,2004,Sub-Saharan Africa,SSA,Mozambique,MOZ,2004,national,,,,consumption,,,2.15,0.7879,0.3971,0.2386,0.6464,1.8452,1.2134,,,,,,,,,,,,,,,21.988,19694411,374.4055,274.9933,TRUE,micro,interpolation
MRT,2004,Sub-Saharan Africa,SSA,Mauritania,MRT,2004,national,,,,consumption,,,2.15,0.1903,0.0502,0.0194,0.0654,4.9644,3.6513,,,,,,,,,,,,,,,124.4526,2946575,1303.2717,820.8342,TRUE,micro,interpolation
MUS,2004,Sub-Saharan Africa,SSA,Mauritius,MUS,2004,national,,,,consumption,,,2.15,0.0045,8e-04,2e-04,0.001,12.1529,9.4601,,,,,,,,,,,,,,,18.0094,1221003,6397.5935,4710.9566,TRUE,micro,extrapolation
