cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
CHL,2010,Latin America & Caribbean,LAC,Chile,CHL,2010,national,,,,income,,,2.444,0.0182,0.006,0.0034,0.0073,17.2415,11.2035,,,,,,,,,,,,,,,478.9957,17004162,11773.0044,6868.0151,TRUE,micro,interpolation
MRT,2010,Sub-Saharan Africa,SSA,Mauritania,MRT,2010,national,,,,consumption,,,2.728,0.1978,0.0547,0.0224,0.0729,5.7424,4.7274,,,,,,,,,,,,,,,124.4526,3419461,1448.0233,950.7048,TRUE,micro,interpolation
WSM,2010,East Asia & Pacific,EAP,Samoa,WSM,2010,national,,,,consumption,,,2.759,0.0319,0.0046,0.0011,0.0054,11.1234,7.9769,,,,,,,,,,,,,,,1.8513,194672,4106.4962,,TRUE,micro,interpolation
DJI,2010,Middle East & North Africa,MNA,Djibouti,DJI,2010,national,,,,consumption,,,2.701,0.3038,0.1187,0.0679,0.2001,5.4318,3.9272,,,,,,,,,,,,,,,104.7365,919199,1928.9797,,TRUE,micro,interpolation
KHM,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,2010,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2010,national,,,,consumption,,,2.49,0.0179,0.0049,0.0021,0.0068,16.4688,12.1784,,,,,,,,,,,,,,,13944.9043,75373855,5329.5926,2827.2654,TRUE,micro,interpolation
SLV,2010,Latin America & Caribbean,LAC,El Salvador,SLV,2010,national,,,,income,,,2.892,0.1255,0.0359,0.0152,0.0482,9.777,6.9706,,,,,,,,,,,,,,,0.515,6114034,3373.0438,2924.6735,FALSE,micro,survey
ALB,2010,Europe & Central Asia,ECA,Albania,ALB,2010,national,,,,consumption,,,2.733,0.0116,0.0023,8e-04,0.0029,9.8494,8.3771,,,,,,,,,,,,,,,50.3574,2913021,3577.1143,2921.8526,TRUE,micro,interpolation
GUY,2010,Latin America & Caribbean,LAC,Guyana,GUY,2010,national,,,,income,,,3.091,0.1315,0.0651,0.0453,0.1563,10.8846,7.8546,,,,,,,,,,,,,,,115.6263,747932,4868.7056,,TRUE,micro,extrapolation
DOM,2010,Latin America & Caribbean,LAC,Dominican Republic,DOM,2010,national,,,,income,,,2.899,0.098,0.0241,0.0093,0.0313,12.2305,8.0299,,,,,,,,,,,,,,,24.3906,9775755,5724.3073,4238.2284,FALSE,micro,survey
PRY,2010,Latin America & Caribbean,LAC,Paraguay,PRY,2010,national,,,,income,,,2.994,0.1007,0.0342,0.0166,0.0494,15.4202,9.7842,,,,,,,,,,,,,,,2539.9849,5768613,5163.4653,3258.972,FALSE,micro,survey
SOM,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,2010,Latin America & Caribbean,LAC,Peru,PER,2010,national,,,,income,,,3.051,0.1355,0.0444,0.0208,0.063,11.66,8.3417,,,,,,,,,,,,,,,1.8936,29229572,5142.014,3212.7564,FALSE,micro,survey
ECU,2010,Latin America & Caribbean,LAC,Ecuador,ECU,2010,national,,,,income,,,3.037,0.1074,0.0372,0.0192,0.0531,13.4329,8.6571,,,,,,,,,,,,,,,0.5745,14989585,5331.3838,3527.4925,FALSE,micro,survey
GEO,2010,Europe & Central Asia,ECA,Georgia,GEO,2010,national,,,,consumption,,,3.043,0.2682,0.0917,0.0445,0.1335,6.0811,4.7188,,,,,,,,,,,,,,,0.9247,3786695,3100.6665,2364.1985,FALSE,micro,survey
GNQ,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,2010,Middle East & North Africa,MNA,Iraq,IRQ,2010,national,,,,consumption,,,3.492,0.0203,0.0031,7e-04,0.0035,10.9256,9.3041,,,,,,,,,,,,,,,586.4968,31264875,3854.6884,,TRUE,micro,interpolation
MKD,2010,Europe & Central Asia,ECA,North Macedonia,MKD,2010,national,,,,income,,,3.369,0.1663,0.0876,0.0636,0.0972,10.452,8.8422,,,,,,,,,,,,,,,22.1667,2055004,4339.9663,3238.5593,FALSE,micro,survey
SUR,2010,Latin America & Caribbean,LAC,Suriname,SUR,2010,urban,,,,income,,,3.196,0.1919,0.1413,0.1272,0.0666,18.6384,11.5951,,,,,,,,,,,,,,,2.9343,362291,8664.2835,,TRUE,micro,extrapolation
PSE,2010,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2010,national,,,,consumption,,,3.585,0.0193,0.0031,8e-04,0.0036,14.3014,11.181,,,,,,,,,,,,,,,2.0663,3786161,2927.081,2390.2805,FALSE,micro,survey
MYS,2010,East Asia & Pacific,EAP,Malaysia,MYS,2010,national,,,,income,,,3.2,0.0193,0.0035,0.0011,0.0042,20.6927,14.4056,,,,,,,,,,,,,,,1.7269,28717731,8101.3941,4020.8035,TRUE,micro,interpolation
KSV,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2010,Latin America & Caribbean,LAC,Guatemala,GTM,2010,national,,,,income,,,2.669,0.1646,0.0541,0.026,0.0776,10.6995,6.5816,,,,,,,,,,,,,,,4.4033,14259687,3606.4235,3017.7964,TRUE,micro,interpolation
BRA,2010,Latin America & Caribbean,LAC,Brazil,BRA,2010,national,,,,income,,,3.208,0.1056,0.0417,0.0238,0.0621,17.8029,10.6607,,,,,,,,,,,,,,,2.3274,196353492,8673.8974,5284.621,TRUE,micro,interpolation
DMA,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,2010,Europe & Central Asia,ECA,Uzbekistan,UZB,2010,national,,,,consumption,,,2.753,0.7328,0.2994,0.1544,0.4405,2.4571,1.9343,,,,,,,,,,,,,,,1521.4752,28562400,2131.3577,1187.8508,TRUE,micro,extrapolation
CRI,2010,Latin America & Caribbean,LAC,Costa Rica,CRI,2010,national,,,,income,,,3.688,0.0413,0.015,0.0087,0.0204,23.1813,14.8534,,,,,,,,,,,,,,,372.6693,4622252,10137.5822,6189.8165,FALSE,micro,survey
GAB,2010,Sub-Saharan Africa,SSA,Gabon,GAB,2010,national,,,,consumption,,,3.671,0.1887,0.0567,0.0244,0.077,9.5156,7.1189,,,,,,,,,,,,,,,319.1603,1711105,6514.7312,2350.3954,TRUE,micro,interpolation
KAZ,2010,Europe & Central Asia,ECA,Kazakhstan,KAZ,2010,national,,,,consumption,,,3.751,0.032,0.0055,0.0015,0.0066,9.9283,8.4307,,,,,,,,,,,,,,,125.2634,16321872,8979.3309,4314.8923,FALSE,micro,survey
AGO,2010,Sub-Saharan Africa,SSA,Angola,AGO,2010,national,,,,consumption,,,3.577,0.3835,0.1403,0.0696,0.2039,6.4397,4.5443,,,,,,,,,,,,,,,107.27,23364185,2992.9929,1294.5136,TRUE,micro,interpolation
LBR,2010,Sub-Saharan Africa,SSA,Liberia,LBR,2010,national,,,,consumption,,,3.771,0.7681,0.3428,0.1897,0.5313,3.0075,2.4552,,,,,,,,,,,,,,,47.996,4019956,627.8054,,TRUE,micro,interpolation
VCT,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2010,Latin America & Caribbean,LAC,Mexico,MEX,2010,national,,,,income,,,3.481,0.1143,0.0394,0.0201,0.0571,13.0223,8.5761,,,,,,,,,,,,,,,9.8615,112532401,9001.7051,6033.1367,FALSE,micro,survey
HND,2010,Latin America & Caribbean,LAC,Honduras,HND,2010,national,,,,income,,,4.87,0.3766,0.1669,0.0971,0.2689,11.1774,6.6224,,,,,,,,,,,,,,,10.8388,8450933,2087.2523,1610.8574,FALSE,micro,survey
THA,2010,East Asia & Pacific,EAP,Thailand,THA,2010,national,,,,consumption,,,4.101,0.0624,0.0113,0.0032,0.0135,13.7677,10.0774,,,,,,,,,,,,,,,13.2873,68270489,5082.2536,2651.5775,FALSE,micro,survey
BOL,2010,Latin America & Caribbean,LAC,Bolivia,BOL,2010,national,,,,income,,,4.26,0.1491,0.0679,0.0422,0.1155,17.1256,11.9881,,,,,,,,,,,,,,,2.6119,10223270,2471.4736,1708.3572,TRUE,micro,interpolation
JAM,2010,Latin America & Caribbean,LAC,Jamaica,JAM,2010,national,,,,consumption,,,4.439,0.1294,0.0335,0.0131,0.0438,14.5884,9.5451,,,,,,,,,,,,,,,70.3916,2733896,5025.4942,4162.3871,TRUE,micro,extrapolation
FJI,2010,East Asia & Pacific,EAP,Fiji,FJI,2010,national,,,,consumption,,,4.745,0.1829,0.0446,0.0158,0.0561,10.7234,7.7632,,,,,,,,,,,,,,,0.9859,905169,4297.1393,,TRUE,micro,interpolation
EGY,2010,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2010,national,,,,consumption,,,2.543,0.0394,0.0056,0.0013,0.0064,6.3642,5.1832,,,,,,,,,,,,,,,4.8435,87252413,3298.3225,2530.3037,TRUE,micro,interpolation
SRB,2010,Europe & Central Asia,ECA,Serbia,SRB,2010,national,,,,consumption,,,5.153,0.0546,0.0122,0.0043,0.0152,13.4461,11.6318,,,,,,,,,,,,,,,47.9923,7291436,5206.0868,4022.3684,FALSE,micro,survey
TUR,2010,Europe & Central Asia,ECA,Turkiye,TUR,2010,national,,,,consumption,,,4.922,0.093,0.025,0.0098,0.0325,16.7125,12.9233,,,,,,,,,,,,,,,1.6467,73195345,8390.8224,5244.0928,FALSE,micro,survey
AZE,2010,Europe & Central Asia,ECA,Azerbaijan,AZE,2010,national,,,,consumption,,,4.939,0,0,0,0,19.2584,15.9667,,,,,,,,,,,,,,,0.487,9054332,5215.2051,,TRUE,micro,extrapolation
MNE,2010,Europe & Central Asia,ECA,Montenegro,MNE,2010,national,,,,consumption,,,5.526,0.0215,0.0046,0.0014,0.0056,17.2913,15.2483,,,,,,,,,,,,,,,0.4187,619428,5982.1965,5024.9762,FALSE,micro,survey
BLR,2010,Europe & Central Asia,ECA,Belarus,BLR,2010,national,,,,consumption,,,5.742,0.0663,0.012,0.0035,0.0144,14.2042,12.3272,,,,,,,,,,,,,,,6165.2094,9483836,5621.9682,2468.4974,FALSE,micro,survey
RUS,2010,Europe & Central Asia,ECA,Russian Federation,RUS,2010,national,,,,consumption,,,5.872,0.0445,0.0096,0.0033,0.0121,22.9639,16.9698,,,,,,,,,,,,,,,25.2183,142849468,8755.1201,4511.7266,FALSE,micro,survey
ARG,2010,Latin America & Caribbean,LAC,Argentina,ARG,2010,urban,,,,income,,,7.217,0.1242,0.0412,0.02,0.0566,27.2061,20.2341,,,,,,,,,,,,,,,10.8079,37055902,13551.3392,8457.967,FALSE,micro,survey
JOR,2010,Middle East & North Africa,MNA,Jordan,JOR,2010,national,,,,consumption,,,7.273,0.104,0.0195,0.006,0.0237,16.8951,13.3889,,,,,,,,,,,,,,,0.3292,6931258,4865.4698,,TRUE,micro,interpolation
MDA,2010,Europe & Central Asia,ECA,Moldova,MDA,2010,national,,,,consumption,,,8.986,0.4953,0.1552,0.0664,0.2088,10.9358,9.0555,,,,,,,,,,,,,,,6.3825,2862354,2269.8097,1977.2548,FALSE,micro,survey
MWI,2011,Sub-Saharan Africa,SSA,Malawi,MWI,2011,national,,,,consumption,,,0.802,0.1534,0.039,0.0144,0.0499,2.331,1.5518,,,,,,,,,,,,,,,241.9305,15146094,521.8998,,TRUE,micro,interpolation
LSO,2011,Sub-Saharan Africa,SSA,Lesotho,LSO,2011,national,,,,consumption,,,0.905,0.1147,0.0416,0.0213,0.0628,4.114,2.7567,,,,,,,,,,,,,,,5.244,2037677,1019.9979,813.0532,TRUE,micro,interpolation
BEN,2011,Sub-Saharan Africa,SSA,Benin,BEN,2011,national,,,,consumption,,,1.035,0.1362,0.0308,0.0107,0.0387,2.9639,1.978,,,,,,,,,,,,,,,219.4763,9726380,962.7446,760.5866,TRUE,micro,interpolation
SYR,2011,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2011,national,,,,consumption,,,0.912,0,0,0,0,11.8293,8.8435,,,,,,,,,,,,,,,151.7781,22730733,1552.866,2379.7617,TRUE,micro,extrapolation
RWA,2011,Sub-Saharan Africa,SSA,Rwanda,RWA,2011,national,,,,consumption,,,0.903,0.116,0.0261,0.0091,0.0329,2.9235,1.8491,,,,,,,,,,,,,,,293.705,10576932,614.3616,492.2966,TRUE,micro,interpolation
BFA,2011,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2011,national,,,,consumption,,,1.196,0.1129,0.0231,0.0076,0.0288,3.0703,2.2504,,,,,,,,,,,,,,,199.7414,16602651,583.6795,416.7518,TRUE,micro,interpolation
GHA,2011,Sub-Saharan Africa,SSA,Ghana,GHA,2011,national,,,,consumption,,,1.875,0.2389,0.077,0.0356,0.1083,4.3952,3.2006,,,,,,,,,,,,,,,1.751,26205941,1530.3595,1118.4752,TRUE,micro,interpolation
SLB,2011,East Asia & Pacific,EAP,Solomon Islands,SLB,2011,national,,,,consumption,,,1.372,0.1129,0.0294,0.0117,0.0388,3.9694,2.9565,,,,,,,,,,,,,,,7.7144,553721,2129.0321,1336.7409,TRUE,micro,interpolation
ZMB,2011,Sub-Saharan Africa,SSA,Zambia,ZMB,2011,national,,,,consumption,,,1.217,0.3885,0.1499,0.0767,0.2213,2.7461,1.5575,,,,,,,,,,,,,,,4.2238,14265814,1222.9791,,TRUE,micro,interpolation
NER,2011,Sub-Saharan Africa,SSA,Niger,NER,2011,national,,,,consumption,,,1.204,0.1571,0.0298,0.0089,0.0359,2.3194,1.8683,,,,,,,,,,,,,,,245.1597,17283112,432.2976,307.883,FALSE,micro,survey
CHN-R,2011,East Asia & Pacific,EAP,China,CHN,2011,rural,,,,consumption,,,1.199,0.024,0.0042,0.0014,0.0054,4.8261,3.656,,,,,,,,,,,,,,,3.495,665644371,6152.6972,2201.3951,FALSE,aggregate,survey
BLZ,2011,Latin America & Caribbean,LAC,Belize,BLZ,2011,national,,,,income,,,1.372,0.1168,0.0506,0.0321,0.0753,7.3707,4.3763,,,,,,,,,,,,,,,1.309,329538,5742.6702,3219.2459,TRUE,micro,extrapolation
PNG,2011,East Asia & Pacific,EAP,Papua New Guinea,PNG,2011,national,,,,consumption,,,1.628,0.2721,0.098,0.0483,0.1406,3.4827,2.627,,,,,,,,,,,,,,,2.6999,7806637,2116.2247,,TRUE,micro,extrapolation
COD,2011,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2011,national,,,,consumption,,,1.408,0.5707,0.2331,0.1242,0.3514,1.7266,1.2409,,,,,,,,,,,,,,,630.6055,68654269,406.201,280.1346,TRUE,micro,interpolation
CIV,2011,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2011,national,,,,consumption,,,1.431,0.2107,0.0688,0.0324,0.098,3.5622,2.5586,,,,,,,,,,,,,,,247.1344,21562914,1520.3423,977.3344,TRUE,micro,interpolation
MAR,2011,Middle East & North Africa,MNA,Morocco,MAR,2011,national,,,,consumption,,,1.434,0.0033,5e-04,1e-04,5e-04,9.9312,7.2143,,,,,,,,,,,,,,,4.2908,32903699,2879.9441,1720.3096,TRUE,micro,interpolation
TZA,2011,Sub-Saharan Africa,SSA,Tanzania,TZA,2011,national,,,,consumption,,,1.274,0.1415,0.0302,0.0101,0.0376,3.0761,2.2795,,,,,,,,,,,,,,,754.6215,46416031,831.3903,591.1893,TRUE,micro,interpolation
MDG,2011,Sub-Saharan Africa,SSA,Madagascar,MDG,2011,national,,,,consumption,,,1.528,0.6817,0.2912,0.1569,0.4405,1.5947,1.1166,,,,,,,,,,,,,,,962.9596,22348158,451.1275,336.6768,TRUE,micro,interpolation
FSM,2011,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2011,national,,,,consumption,,,1.535,0.0667,0.0229,0.0123,0.0354,6.5281,4.9139,,,,,,,,,,,,,,,0.9772,107887,3019.9027,,TRUE,micro,interpolation
IND-R,2011,South Asia,SAS,India,IND,2011,rural,,,,consumption,,,1.483,0.0708,0.0107,0.0028,0.0126,3.3746,2.7449,,,,,,,,,,,,,,,17.092,864287587,1273.4659,748.7915,TRUE,micro,interpolation
MLI,2011,Sub-Saharan Africa,SSA,Mali,MLI,2011,national,,,,consumption,,,1.533,0.2461,0.0576,0.0203,0.0733,2.794,2.2235,,,,,,,,,,,,,,,205.2734,16039734,708.4187,508.9881,TRUE,micro,interpolation
IND-U,2011,South Asia,SAS,India,IND,2011,urban,,,,consumption,,,1.489,0.0392,0.0055,0.0013,0.0064,5.2051,3.813,,,,,,,,,,,,,,,20.7873,393333604,1273.4659,748.7915,TRUE,micro,interpolation
NGA,2011,Sub-Saharan Africa,SSA,Nigeria,NGA,2011,national,,,,consumption,,,1.468,0.1501,0.034,0.0115,0.0423,3.5129,2.7719,,,,,,,,,,,,,,,123.6724,165463745,2455.747,1894.4556,TRUE,imputed,interpolation
NAM,2011,Sub-Saharan Africa,SSA,Namibia,NAM,2011,national,,,,consumption,,,1.387,0.088,0.0235,0.0094,0.031,9.0343,4.0708,,,,,,,,,,,,,,,6.8983,2132340,4330.9441,2565.3756,TRUE,micro,interpolation
CHN-U,2011,East Asia & Pacific,EAP,China,CHN,2011,urban,,,,consumption,,,1.459,0.0022,9e-04,8e-04,6e-04,10.9058,8.673,,,,,,,,,,,,,,,4.3185,679390629,6152.6972,2201.3951,FALSE,aggregate,survey
UGA,2011,Sub-Saharan Africa,SSA,Uganda,UGA,2011,national,,,,consumption,,,1.543,0.2032,0.0557,0.0225,0.0739,3.6257,2.5202,,,,,,,,,,,,,,,1221.0876,33295738,821.5401,621.964,TRUE,micro,interpolation
SEN,2011,Sub-Saharan Africa,SSA,Senegal,SEN,2011,national,,,,consumption,,,1.544,0.2445,0.0704,0.0314,0.0991,3.3402,2.4833,,,,,,,,,,,,,,,238.5777,12875880,1147.093,860.0663,TRUE,micro,interpolation
TCD,2011,Sub-Saharan Africa,SSA,Chad,TCD,2011,national,,,,consumption,,,1.812,0.294,0.1085,0.0547,0.1581,3.8113,2.8371,,,,,,,,,,,,,,,237.6564,12317730,703.1232,534.2145,FALSE,micro,survey
CPV,2011,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2011,national,,,,consumption,,,1.672,0.0282,0.0063,0.0023,0.008,9.1136,6.171,,,,,,,,,,,,,,,47.6121,527521,3208.3671,1884.3503,TRUE,micro,interpolation
IDN-U,2011,East Asia & Pacific,EAP,Indonesia,IDN,2011,urban,,,,consumption,,,1.526,0.0183,0.0022,4e-04,0.0025,6.5912,4.552,,,,,,,,,,,,,,,5098.1961,125020092,2826.4804,1629.1943,FALSE,micro,survey
STP,2011,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2011,national,,,,consumption,,,1.639,0.0874,0.0188,0.0064,0.0235,4.0243,3.3083,,,,,,,,,,,,,,,11.4289,186044,1419.3453,,TRUE,micro,interpolation
VUT,2011,East Asia & Pacific,EAP,Vanuatu,VUT,2011,national,,,,consumption,,,1.598,0.0612,0.0127,0.0041,0.0156,5.3543,4.2165,,,,,,,,,,,,,,,117.3665,251294,2768.747,1778.3153,TRUE,micro,interpolation
COG,2011,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2011,national,,,,consumption,,,1.877,0.3431,0.1295,0.0655,0.1893,4.1193,2.6694,,,,,,,,,,,,,,,285.9693,4584216,2308.4235,841.5333,TRUE,micro,interpolation
NPL,2011,South Asia,SAS,Nepal,NPL,2011,national,,,,consumption,,,1.813,0.0378,0.0073,0.0022,0.0088,5.2533,4.2487,,,,,,,,,,,,,,,30.5129,27266399,763.3128,676.419,TRUE,micro,extrapolation
MOZ,2011,Sub-Saharan Africa,SSA,Mozambique,MOZ,2011,national,,,,consumption,,,1.635,0.541,0.2196,0.1176,0.3359,2.4023,1.5214,,,,,,,,,,,,,,,21.988,23760421,510.5147,334.1256,TRUE,micro,interpolation
HTI,2011,Latin America & Caribbean,LAC,Haiti,HTI,2011,national,,,,income,,,1.873,0.5417,0.2887,0.1934,0.5414,3.3895,1.6618,,,,,,,,,,,,,,,31.1029,9954312,1360.2339,1283.1633,TRUE,micro,interpolation
BDI,2011,Sub-Saharan Africa,SSA,Burundi,BDI,2011,national,,,,consumption,,,1.848,0.5941,0.2053,0.093,0.282,2.1577,1.6153,,,,,,,,,,,,,,,654.4216,9455733,299.0172,211.9988,TRUE,micro,interpolation
LBN,2011,Middle East & North Africa,MNA,Lebanon,LBN,2011,national,,,,consumption,,,1.93,0,0,0,0,29.242,24.8068,,,,,,,,,,,,,,,761.8333,5045056,9026.4717,7374.4739,TRUE,micro,extrapolation
SSD,2011,Sub-Saharan Africa,SSA,South Sudan,SSD,2011,national,,,,consumption,,,2.091,0.4578,0.2009,0.1168,0.3293,3.2731,2.3164,,,,,,,,,,,,,,,34.92,10243050,1578.5074,,TRUE,mixed,interpolation
IDN-R,2011,East Asia & Pacific,EAP,Indonesia,IDN,2011,rural,,,,consumption,,,1.844,0.1198,0.0195,0.005,0.0227,4.154,3.2327,,,,,,,,,,,,,,,4746.8516,122079605,2826.4804,1629.1943,FALSE,micro,survey
UKR,2011,Europe & Central Asia,ECA,Ukraine,UKR,2011,national,,,,consumption,,,2.306,1e-04,0,1.1016e-06,0,12.2628,10.9621,,,,,,,,,,,,,,,7.0057,45706086,2449.958,1666.156,FALSE,micro,survey
TGO,2011,Sub-Saharan Africa,SSA,Togo,TGO,2011,national,,,,consumption,,,2.037,0.5655,0.2496,0.139,0.3834,2.6622,1.7784,,,,,,,,,,,,,,,246.5965,6748672,664.8413,570.488,FALSE,micro,survey
ARM,2011,Europe & Central Asia,ECA,Armenia,ARM,2011,national,,,,consumption,,,2.122,0.0113,0.0017,4e-04,0.002,7.2667,6.1818,,,,,,,,,,,,,,,167.3122,2928976,3043.2628,2694.112,FALSE,micro,survey
GMB,2011,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2011,national,,,,consumption,,,2.001,0.2789,0.0854,0.0377,0.1173,4.1871,3.0117,,,,,,,,,,,,,,,15.1142,1998212,620.9482,511.5479,TRUE,micro,interpolation
ZWE,2011,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2011,national,,,,consumption,,,2.181,0.222,0.0547,0.0179,0.0703,5.4599,3.7989,,,,,,,,,,,,,,,0.485,13025785,1239.2418,967.8447,FALSE,group,survey
ROU,2011,Europe & Central Asia,ECA,Romania,ROU,2011,national,,,,consumption,,,2.308,0,0,0,0,10.1957,9.1474,,,,,,,,,,,,,,,1.805,20147528,8042.9041,5077.9445,FALSE,micro,survey
TLS,2011,East Asia & Pacific,EAP,Timor-Leste,TLS,2011,national,,,,consumption,,,2.088,0.3395,0.0776,0.0256,0.0956,2.9584,2.5146,,,,,,,,,,,,,,,0.5748,1112976,1234.2756,737.1165,TRUE,micro,interpolation
LAO,2011,East Asia & Pacific,EAP,Lao PDR,LAO,2011,national,,,,consumption,,,1.872,0.0838,0.0153,0.0044,0.0183,4.9951,3.8378,,,,,,,,,,,,,,,3133.8118,6416327,1669.0664,1215.101,TRUE,micro,interpolation
VNM,2011,East Asia & Pacific,EAP,Vietnam,VNM,2011,national,,,,consumption,,,2.367,0.0329,0.0063,0.0019,0.0076,9.7656,7.5707,,,,,,,,,,,,,,,7807.6123,88349117,2135.7822,1259.4125,TRUE,micro,interpolation
BGD,2011,South Asia,SAS,Bangladesh,BGD,2011,national,,,,consumption,,,2.224,0.1927,0.0354,0.0099,0.0421,4.1521,3.3032,,,,,,,,,,,,,,,29.5141,150211005,1044.1115,792.0053,TRUE,micro,interpolation
KEN,2011,Sub-Saharan Africa,SSA,Kenya,KEN,2011,national,,,,consumption,,,1.893,0.2618,0.0804,0.0365,0.1136,4.1961,2.9383,,,,,,,,,,,,,,,41.6348,42635144,1374.5442,1016.44,TRUE,micro,interpolation
SLE,2011,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2011,national,,,,consumption,,,2.224,0.4135,0.1157,0.046,0.1521,3.189,2.5106,,,,,,,,,,,,,,,2128.5188,6612385,554.5386,530.1362,FALSE,micro,survey
AFG,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2011,Sub-Saharan Africa,SSA,Guinea,GIN,2011,national,,,,consumption,,,2.092,0.315,0.091,0.0384,0.1226,3.4407,2.7433,,,,,,,,,,,,,,,3446.9322,10527712,704.7373,578.3901,TRUE,micro,interpolation
BTN,2011,South Asia,SAS,Bhutan,BTN,2011,national,,,,consumption,,,2.211,0.0223,0.0039,0.0011,0.0047,9.7958,7.3237,,,,,,,,,,,,,,,20.4738,713331,2319.5909,971.9069,TRUE,micro,interpolation
SDN,2011,Sub-Saharan Africa,SSA,Sudan,SDN,2011,national,,,,consumption,,,2.607,0.2383,0.0649,0.0265,0.0866,4.936,3.9746,,,,,,,,,,,,,,,6.464,34419624,2381.3574,1593.7799,TRUE,micro,interpolation
BWA,2011,Sub-Saharan Africa,SSA,Botswana,BWA,2011,national,,,,consumption,,,2.425,0.195,0.0604,0.0272,0.0845,11.1347,5.3905,,,,,,,,,,,,,,,5.0087,2134037,5684.2199,2352.6275,TRUE,micro,interpolation
TUN,2011,Middle East & North Africa,MNA,Tunisia,TUN,2011,national,,,,consumption,,,2.347,0.0174,0.0034,0.001,0.0041,11.9322,9.6166,,,,,,,,,,,,,,,0.7423,11032528,3734.4913,2546.9468,TRUE,micro,interpolation
CAF,2011,Sub-Saharan Africa,SSA,Central African Republic,CAF,2011,national,,,,consumption,,,2.439,0.6108,0.285,0.1698,0.4679,3.3286,1.9409,,,,,,,,,,,,,,,306.8083,4732022,513.5943,481.6754,TRUE,micro,interpolation
PHL,2011,East Asia & Pacific,EAP,Philippines,PHL,2011,national,,,,consumption,,,2.361,0.1683,0.0375,0.0124,0.0463,6.2844,4.3575,,,,,,,,,,,,,,,19.3925,96337913,2464.6844,1811.5737,TRUE,micro,interpolation
KGZ,2011,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2011,national,,,,consumption,,,2.948,0.0786,0.012,0.0031,0.0142,6.2349,5.3378,,,,,,,,,,,,,,,19.3727,5514600,1011.3154,895.476,FALSE,micro,survey
NIC,2011,Latin America & Caribbean,LAC,Nicaragua,NIC,2011,national,,,,income,,,2.453,0.0908,0.0248,0.0102,0.0331,9.3334,6.4919,,,,,,,,,,,,,,,11.5284,5942553,1749.5065,1276.5368,TRUE,micro,interpolation
MMR,2011,East Asia & Pacific,EAP,Myanmar,MMR,2011,national,,,,consumption,,,2.297,0.1609,0.0383,0.0143,0.0492,5.1147,3.802,,,,,,,,,,,,,,,389.8429,49794522,999.9018,,TRUE,micro,extrapolation
DZA,2011,Middle East & North Africa,MNA,Algeria,DZA,2011,national,,,,consumption,,,2.488,0.008,0.0022,0.0013,0.0023,9.1885,8.0028,,,,,,,,,,,,,,,38.2097,36543541,3969.6603,1557.5546,TRUE,group,interpolation
ETH,2011,Sub-Saharan Africa,SSA,Ethiopia,ETH,2011,national,,,,consumption,,,2.459,0.399,0.1153,0.0483,0.1547,3.4126,2.7852,,,,,,,,,,,,,,,8.4964,91817929,494.0432,377.7027,TRUE,micro,interpolation
LKA,2011,South Asia,SAS,Sri Lanka,LKA,2011,national,,,,consumption,,,2.344,0.0408,0.0069,0.0019,0.0082,7.5799,5.6321,,,,,,,,,,,,,,,55.5009,20859743,3257.4474,2124.7296,TRUE,micro,interpolation
