cc,effective_year,type,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
CHN-R,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,China,CHN,2019,rural,,,,consumption,,,1.329,4e-04,1e-04,1e-04,1e-04,9.9159,8.0993,,,,,,,,,,,,,,,3.495,558762145,10155.5114,4083.1129,FALSE,aggregate,survey
ROU,2021,fpl_2019eq_fo_2021,Europe & Central Asia,ECA,Romania,ROU,2019,national,,,,income,,,2.131,0.0216,0.0074,0.0045,0.0069,21.4669,19.0276,,,,,,,,,,,,,,,1.805,19371648,11252.8866,7546.5131,FALSE,micro,survey
TJK,2021,fpl_2019eq_fo_2021,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,2.778,0.079,0.0192,0.0072,0.025,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
MDA,2021,fpl_2019eq_fo_2021,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,10.505,0.4983,0.1271,0.0461,0.1609,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey
VNM,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Vietnam,VNM,2019,national,,,,consumption,,,2.303,0.0108,0.002,6e-04,0.0024,14.7025,11.7817,,,,,,,,,,,,,,,7807.6123,95776716,3288.3531,1935.0125,TRUE,micro,interpolation
GEO,2021,fpl_2019eq_fo_2021,Europe & Central Asia,ECA,Georgia,GEO,2019,national,,,,consumption,,,3.497,0.1682,0.0463,0.0191,0.0619,7.9745,6.4294,,,,,,,,,,,,,,,0.9247,3720161,4773.3357,3532.3452,FALSE,micro,survey
JOR,2021,fpl_2019eq_fo_2021,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,6.688,0.168,0.0344,0.011,0.0423,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation
NPL,2021,fpl_2019eq_fo_2021,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.87,0.019,0.0029,8e-04,0.0035,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation
THA,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,4.684,0.0229,0.0037,0.0012,0.0046,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
AFG,2021,fpl_2019eq_fo_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,2021,fpl_2019eq_fo_2021,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,3.639,0.6599,0.2474,0.121,0.3549,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
SLE,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,2.342,0.3026,0.0728,0.0252,0.0909,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
TUR,2021,fpl_2019eq_fo_2021,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,5.849,0.0878,0.0227,0.0087,0.0295,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
IND-U,2021,fpl_2019eq_fo_2021,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.436,0.0222,0.0039,0.0011,0.0047,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
NGA,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.674,0.1839,0.0452,0.0164,0.0575,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
ETH,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,2.744,0.3154,0.091,0.0385,0.122,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation
IND-R,2021,fpl_2019eq_fo_2021,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.43,0.0192,0.0027,7e-04,0.0031,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
SDN,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,1.782,0.1374,0.0313,0.011,0.0398,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
BGD,2021,fpl_2019eq_fo_2021,South Asia,SAS,Bangladesh,BGD,2019,national,,,,consumption,,,2.208,0.1242,0.0226,0.0065,0.0271,4.702,3.8028,,,,,,,,,,,,,,,29.5141,165516222,1575.6559,1081.9091,TRUE,micro,interpolation
SYR,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,0.988,0.2051,0.0468,0.0157,0.0581,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
COD,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2019,national,,,,consumption,,,1.55,0.4522,0.1685,0.0849,0.2462,2.3365,1.6835,,,,,,,,,,,,,,,630.6055,89906890,494.8192,362.7961,TRUE,micro,extrapolation
MOZ,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,2.008,0.6832,0.3236,0.1912,0.5307,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
AGO,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Angola,AGO,2019,national,,,,consumption,,,3.964,0.5816,0.2796,0.1698,0.466,5.2981,3.3057,,,,,,,,,,,,,,,107.27,32353588,2569.7017,1404.1077,TRUE,micro,extrapolation
ZWE,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,3.963,0.6795,0.3278,0.1917,0.5166,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
BRA,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Brazil,BRA,2019,national,,,,income,,,3.994,0.1225,0.0513,0.0299,0.0774,21.1151,12.8877,,,,,,,,,,,,,,,2.3274,211782878,8592.2102,5605.5095,FALSE,micro,survey
MEX,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,4.268,0.1276,0.0398,0.0186,0.0556,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
TZA,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,1.497,0.1982,0.0445,0.0148,0.0552,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
KEN,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.372,0.3768,0.1107,0.0458,0.1474,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
EGY,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,3.123,0.1109,0.0198,0.0058,0.024,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation
ZAF,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.708,0.2835,0.1054,0.0532,0.154,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
YEM,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.368,0.6419,0.242,0.1173,0.3431,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
UGA,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,1.552,0.2269,0.0609,0.0239,0.0801,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
BDI,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Burundi,BDI,2019,national,,,,consumption,,,1.913,0.6581,0.2563,0.1286,0.3703,2.0184,1.4988,,,,,,,,,,,,,,,654.4216,11874838,270.1373,207.1296,TRUE,micro,extrapolation
MDG,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,1.553,0.6539,0.2775,0.1505,0.423,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
MWI,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,0.921,0.177,0.0413,0.0144,0.0518,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
IRN,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,4.126,0.0801,0.0197,0.0074,0.0255,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
LKA,2022,fpl_2019eq_fo_2022,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.869,0.0416,0.0067,0.0017,0.0079,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
NER,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,1.317,0.1665,0.0347,0.011,0.0425,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
TCD,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,1.606,0.1531,0.0341,0.0117,0.0426,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
ZMB,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,1.347,0.4343,0.1933,0.1102,0.3073,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
MMR,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.402,0.0208,0.0033,9e-04,0.0039,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
COL,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Colombia,COL,2019,national,,,,income,,,3.274,0.1139,0.0418,0.0231,0.0588,15.5424,9.6152,,,,,,,,,,,,,,,1419.3743,50187406,6404.1088,4460.1382,FALSE,micro,survey
SSD,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.103,0.7109,0.3547,0.2169,0.5952,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
ARG,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,,,,income,,,6.494,0.1019,0.033,0.0158,0.045,26.0959,19.4754,,,,,,,,,,,,,,,10.8079,41339571,12716.2242,8271.9248,FALSE,micro,survey
HTI,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,1.962,0.218,0.0668,0.0298,0.0924,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
TGO,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.205,0.2875,0.0877,0.0371,0.1177,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
PNG,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,1.286,0.1372,0.0408,0.017,0.0543,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
GHA,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,1.292,0.0899,0.0309,0.0154,0.0459,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
GIN,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.638,0.2366,0.0572,0.021,0.0732,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
BFA,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2019,national,,,,consumption,,,1.331,0.0829,0.0149,0.0042,0.0178,4.345,2.9247,,,,,,,,,,,,,,,199.7414,20951639,716.0122,459.4514,TRUE,micro,extrapolation
PER,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,3.209,0.0745,0.0222,0.0096,0.0305,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
RWA,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,1.116,0.108,0.0236,0.0081,0.0296,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
CAF,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Central African Republic,CAF,2019,national,,,,consumption,,,2.439,0.7067,0.3432,0.2043,0.557,2.3371,1.5808,,,,,,,,,,,,,,,306.8083,5209324,381.414,466.0255,TRUE,micro,interpolation
MLI,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,1.579,0.0454,0.0076,0.002,0.0089,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
GTM,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,4.103,0.2565,0.0873,0.042,0.1251,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
COG,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2019,national,,,,consumption,,,1.833,0.4229,0.1777,0.0966,0.2705,3.2916,2.1366,,,,,,,,,,,,,,,285.9693,5570733,1731.7999,758.3223,TRUE,micro,extrapolation
PHL,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.478,0.0801,0.0149,0.0043,0.0179,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
LBR,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,3.789,0.6603,0.262,0.1337,0.3813,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
IDN-R,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,2.137,0.0574,0.0076,0.0017,0.0087,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey
LBN,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,7.529,0.0233,0.0043,0.0011,0.0051,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
IDN-U,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,1.768,0.0084,8e-04,1e-04,8e-04,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
MRT,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,3.15,0.1474,0.0378,0.0147,0.0494,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
CIV,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2019,national,,,,consumption,,,1.541,0.0303,0.0055,0.0017,0.0068,5.7669,4.4315,,,,,,,,,,,,,,,247.1344,26147551,2252.5433,1428.7855,TRUE,micro,extrapolation
HND,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,4.613,0.3487,0.1498,0.085,0.2342,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
JAM,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,5.465,0.1868,0.0514,0.0208,0.068,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
SEN,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,1.73,0.0349,0.0064,0.002,0.0079,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
BOL,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Bolivia,BOL,2019,national,,,,income,,,4.779,0.0829,0.0307,0.0158,0.0451,19.6077,14.6929,,,,,,,,,,,,,,,2.6119,11777315,3242.9488,2244.932,FALSE,micro,survey
GMB,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.208,0.1615,0.0413,0.0159,0.0535,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation
ECU,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,3.163,0.0754,0.0245,0.0118,0.0346,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey
FJI,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,5.568,0.3396,0.09,0.0347,0.1163,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation
GAB,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,3.766,0.0898,0.0268,0.0117,0.0368,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation
LAO,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.214,0.0726,0.0123,0.0034,0.0146,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation
TLS,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,2.347,0.2899,0.0619,0.0198,0.0758,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
KAZ,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,4.187,0.0088,0.0012,3e-04,0.0014,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
PRY,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,3.344,0.0407,0.0098,0.0036,0.0125,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
DZA,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.518,0.0052,0.0017,0.0011,0.0016,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation
MNG,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,3.137,0.0334,0.0058,0.0016,0.0069,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
SLB,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,1.192,0.0495,0.0105,0.0034,0.0129,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
IRQ,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,Iraq,IRQ,2019,national,,,,consumption,,,3.33,0.009,0.0012,2e-04,0.0013,12.5802,10.7027,,,,,,,,,,,,,,,586.4968,41563520,4854.3865,,TRUE,micro,extrapolation
CRI,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Costa Rica,CRI,2019,national,,,,income,,,3.864,0.0391,0.0124,0.0064,0.0167,25.5309,16.2318,,,,,,,,,,,,,,,372.6693,5084532,12662.4229,8185.9077,FALSE,micro,survey
SUR,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,3.727,0.1966,0.1483,0.1317,0.0791,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
LSO,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,1.145,0.1108,0.0335,0.0145,0.0456,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation
RUS,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,6.483,0.0336,0.0064,0.002,0.0079,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
DOM,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Dominican Republic,DOM,2019,national,,,,income,,,3.365,0.0294,0.0075,0.0033,0.0089,16.4693,11.8024,,,,,,,,,,,,,,,24.3906,10881882,8205.1426,5673.9275,FALSE,micro,survey
NAM,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Namibia,NAM,2019,national,,,,consumption,,,1.644,0.1149,0.037,0.0166,0.0509,10.8385,5.2862,,,,,,,,,,,,,,,6.8983,2446644,4596.6196,3427.6467,TRUE,micro,extrapolation
BWA,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Botswana,BWA,2019,national,,,,consumption,,,2.239,0.147,0.0394,0.0157,0.0518,9.3453,5.1275,,,,,,,,,,,,,,,5.0087,2499702,6485.4604,2815.3277,TRUE,micro,extrapolation
VUT,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Vanuatu,VUT,2019,national,,,,consumption,,,1.993,0.0759,0.0175,0.0059,0.0217,5.5141,4.735,,,,,,,,,,,,,,,117.3665,304404,2838.9883,1820.4999,TRUE,micro,interpolation
COM,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Comoros,COM,2019,national,,,,consumption,,,2.587,0.2487,0.0877,0.0438,0.1276,6.6409,4.5375,,,,,,,,,,,,,,,213.5182,790986,1381.6222,1302.6061,TRUE,micro,extrapolation
CHN-U,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,China,CHN,2019,urban,,,,consumption,,,1.627,2e-04,1e-04,0,1e-04,16.9772,13.3395,,,,,,,,,,,,,,,4.3185,848982855,10155.5114,4083.1129,FALSE,aggregate,survey
MAR,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,Morocco,MAR,2019,national,,,,consumption,,,1.467,0.0014,3e-04,1e-04,3e-04,11.3877,8.3125,,,,,,,,,,,,,,,4.2908,36304408,3355.613,1955.6167,TRUE,micro,extrapolation
CHL,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Chile,CHL,2019,national,,,,income,,,3.139,0.0098,0.0047,0.0034,0.0052,27.0133,18.1061,,,,,,,,,,,,,,,478.9957,19039485,13761.3745,8799.0632,TRUE,micro,interpolation
BLZ,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Belize,BLZ,2019,national,,,,income,,,1.414,0.1011,0.0471,0.0301,0.0693,8.0582,4.7844,,,,,,,,,,,,,,,1.309,389095,5907.3489,3519.5142,TRUE,micro,extrapolation
STP,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2019,national,,,,consumption,,,1.844,0.0929,0.0226,0.0086,0.0294,5.5713,4.0826,,,,,,,,,,,,,,,11.4289,214599,1676.3963,,TRUE,micro,extrapolation
KGZ,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2019,national,,,,consumption,,,2.689,0.0255,0.0044,0.0016,0.0061,7.0922,5.8372,,,,,,,,,,,,,,,19.3727,6456200,1226.8243,1046.9191,FALSE,micro,survey
ARM,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Armenia,ARM,2019,national,,,,consumption,,,2.244,0.0125,0.0017,4e-04,0.0019,7.9063,6.714,,,,,,,,,,,,,,,167.3122,2820602,4561.9678,3804.3075,FALSE,micro,survey
TUN,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,Tunisia,TUN,2019,national,,,,consumption,,,2.45,0.0024,3e-04,1e-04,3e-04,14.575,12.0356,,,,,,,,,,,,,,,0.7423,12049314,4094.8806,2992.3983,TRUE,micro,extrapolation
PSE,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2019,national,,,,consumption,,,3.464,0.0258,0.0058,0.0019,0.0071,13.7295,11.3416,,,,,,,,,,,,,,,2.0663,4685306,3378.4346,3015.0645,TRUE,micro,extrapolation
BEN,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Benin,BEN,2019,national,,,,consumption,,,1.046,0.0134,0.0018,4e-04,0.0021,4.7459,3.5472,,,,,,,,,,,,,,,219.4763,12290444,1153.7262,787.1982,TRUE,micro,extrapolation
