cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
FSM,2015,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2015,national,,,,consumption,,,1.539,0.0938,0.0327,0.0177,0.051,5.5723,4.2265,0.2913,0.4006,0.3569,0.0187,0.0367,0.0479,0.0588,0.0701,0.0831,0.0999,0.1247,0.163,0.2972,,0.9772,108886,2904.3172,,TRUE,micro,extrapolation
IND-R,2015,South Asia,SAS,India,IND,2015,rural,,,,consumption,,,1.51,0.054,0.0089,0.0026,0.0108,3.6785,,,,,,,,,,,,,,,,17.092,880723742,1580.0595,932.4902,TRUE,mixed,interpolation
MLI,2015,Sub-Saharan Africa,SSA,Mali,MLI,2015,national,,,,consumption,,,1.538,0.1616,0.0338,0.0111,0.0419,3.3611,,,,,,,,,,,,,,,,205.2734,17438772,751.4729,589.3033,TRUE,micro,interpolation
IND-U,2015,South Asia,SAS,India,IND,2015,urban,,,,consumption,,,1.516,0.0289,0.0057,0.0019,0.0071,5.1479,,,,,,,,,,,,,,,,20.7873,429428650,1580.0595,932.4902,TRUE,mixed,interpolation
NGA,2015,Sub-Saharan Africa,SSA,Nigeria,NGA,2015,national,,,,consumption,,,1.499,0.1354,0.0302,0.0101,0.0375,3.7533,,,,,,,,,,,,,,,,123.6724,181137454,2687.4801,2111.6813,TRUE,imputed,interpolation
NAM,2015,Sub-Saharan Africa,SSA,Namibia,NAM,2015,national,,,,consumption,,,1.501,0.0863,0.025,0.0105,0.0336,11.6163,,,,,,,,,,,,,,,,6.8983,2314901,4896.6153,3364.5691,TRUE,micro,interpolation
CHN-U,2015,East Asia & Pacific,EAP,China,CHN,2015,urban,,,,consumption,,,1.554,0.0016,7e-04,5e-04,4e-04,14.0923,11.2988,0.2202,0.3616,0.311,0.0276,0.0404,0.0518,0.0629,0.0742,0.0867,0.1016,0.1215,0.1547,0.2786,,4.3185,765822300,8016.4314,3047.1265,FALSE,aggregate,survey
UGA,2015,Sub-Saharan Africa,SSA,Uganda,UGA,2015,national,,,,consumption,,,1.539,0.2117,0.0542,0.0203,0.0696,3.6296,,,,,,,,,,,,,,,,1221.0876,38225447,851.5824,642.7786,TRUE,micro,interpolation
SEN,2015,Sub-Saharan Africa,SSA,Senegal,SEN,2015,national,,,,consumption,,,1.583,0.1234,0.0299,0.012,0.0404,4.2788,,,,,,,,,,,,,,,,238.5777,14578450,1219.2494,885.4599,TRUE,micro,interpolation
TCD,2015,Sub-Saharan Africa,SSA,Chad,TCD,2015,national,,,,consumption,,,1.713,0.1696,0.0509,0.0226,0.0701,4.3632,,,,,,,,,,,,,,,,237.6564,14110971,776.0198,568.9788,TRUE,micro,interpolation
CPV,2015,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2015,national,,,,consumption,,,1.666,0.0182,0.0036,0.0011,0.0044,9.5033,6.7278,0.3019,0.4238,0.3937,0.0222,0.0344,0.0436,0.0536,0.0648,0.0782,0.0954,0.1206,0.1642,0.323,,47.6121,524740,3043.0314,1984.4331,FALSE,micro,survey
IDN-U,2015,East Asia & Pacific,EAP,Indonesia,IDN,2015,urban,,,,consumption,,,1.647,0.0179,0.0023,5e-04,0.0027,7.5698,5.2612,0.3016,0.4275,0.3695,0.0259,0.0354,0.0435,0.0534,0.0637,0.0762,0.0918,0.1143,0.1538,0.3419,,5098.1961,137751866,3331.6951,1914.0594,FALSE,micro,survey
STP,2015,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2015,national,,,,consumption,,,1.667,0.076,0.0181,0.0067,0.0233,5.0267,,,,,,,,,,,,,,,,11.4289,199439,1584.7757,,TRUE,micro,interpolation
VUT,2015,East Asia & Pacific,EAP,Vanuatu,VUT,2015,national,,,,consumption,,,1.643,0.0663,0.0145,0.0048,0.018,5.0766,,,,,,,,,,,,,,,,117.3665,271128,2695.6662,,TRUE,micro,interpolation
COG,2015,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2015,national,,,,consumption,,,1.893,0.3155,0.1175,0.0587,0.1707,4.456,2.9804,0.4223,0.4894,0.4443,0.0156,0.0264,0.0357,0.0465,0.059,0.0727,0.0901,0.1166,0.1581,0.3793,,285.9693,4856093,2447.5393,921.3951,TRUE,micro,extrapolation
NPL,2015,South Asia,SAS,Nepal,NPL,2015,national,,,,consumption,,,1.911,0.029,0.0056,0.0017,0.0067,5.8953,4.2002,0.1753,0.3284,0.2761,0.035,0.0482,0.0561,0.0651,0.0756,0.0865,0.1001,0.1184,0.151,0.2641,,30.5129,27015033,899.7403,764.6996,TRUE,micro,extrapolation
MOZ,2015,Sub-Saharan Africa,SSA,Mozambique,MOZ,2015,national,,,,consumption,,,1.708,0.5232,0.2096,0.1107,0.317,2.9285,1.6048,0.511,0.54,0.4316,0.0158,0.0264,0.0342,0.0422,0.051,0.0613,0.0757,0.0979,0.1405,0.4548,,21.988,27042001,589.859,380.9068,TRUE,micro,extrapolation
HTI,2015,Latin America & Caribbean,LAC,Haiti,HTI,2015,national,,,,consumption,,,1.884,0.2232,0.0691,0.0309,0.0958,4.472,3.1989,0.2931,0.411,0.3559,0.021,0.0344,0.0455,0.057,0.0694,0.0823,0.0988,0.1206,0.159,0.312,,31.1029,10695540,1388.4348,1344.2101,TRUE,micro,extrapolation
BDI,2015,Sub-Saharan Africa,SSA,Burundi,BDI,2015,national,,,,consumption,,,1.771,0.5739,0.2033,0.0963,0.2858,2.1434,1.7008,0.2467,0.3862,0.3163,0.0276,0.041,0.0504,0.0596,0.0695,0.0801,0.0938,0.1146,0.1531,0.3102,,654.4216,10160034,305.5497,230.4286,TRUE,micro,extrapolation
LBN,2015,Middle East & North Africa,MNA,Lebanon,LBN,2015,national,,,,consumption,,,1.962,0,0,0,0,28.8829,26.1167,0.1698,0.3183,0.268,0.0309,0.0476,0.0586,0.0683,0.0786,0.0912,0.1036,0.1215,0.1517,0.2479,,761.8333,6532681,7663.9202,6941.6031,TRUE,micro,extrapolation
SSD,2015,Sub-Saharan Africa,SSA,South Sudan,SSD,2015,national,,,,consumption,,,2.116,0.5864,0.2647,0.1544,0.4317,2.5197,,,,,,,,,,,,,,,,34.92,10715657,1159.5633,,TRUE,mixed,interpolation
IDN-R,2015,East Asia & Pacific,EAP,Indonesia,IDN,2015,rural,,,,consumption,,,1.99,0.0754,0.0119,0.003,0.0139,4.9887,3.9899,0.1832,0.3342,0.269,0.0355,0.0476,0.056,0.0651,0.0749,0.0855,0.0983,0.1166,0.1465,0.274,,4746.8516,120631391,3331.6951,1914.0594,FALSE,micro,survey
UKR,2015,Europe & Central Asia,ECA,Ukraine,UKR,2015,national,,,,consumption,,,2.157,0.0012,2e-04,0,2e-04,11.7012,10.322,0.1068,0.2546,0.2072,0.0422,0.058,0.0671,0.0756,0.084,0.0935,0.105,0.1186,0.14,0.2159,,7.0057,45154036,2124.6623,1439.5393,FALSE,micro,survey
TGO,2015,Sub-Saharan Africa,SSA,Togo,TGO,2015,national,,,,consumption,,,2.014,0.5201,0.2148,0.117,0.3311,2.729,1.9353,0.3247,0.4306,0.4171,0.0188,0.0316,0.0427,0.0527,0.0651,0.0791,0.099,0.1251,0.1703,0.3156,,246.5965,7323162,570.91,409.6528,FALSE,micro,survey
ARM,2015,Europe & Central Asia,ECA,Armenia,ARM,2015,national,,,,consumption,,,2.072,0.0097,0.0018,6e-04,0.0023,8.5882,7.108,0.1764,0.3236,0.253,0.0338,0.0484,0.0577,0.0679,0.0781,0.0892,0.1015,0.1164,0.1395,0.2674,,167.3122,2925559,3607.2893,2810.65,FALSE,micro,survey
GMB,2015,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2015,national,,,,consumption,,,2.08,0.1333,0.0316,0.0116,0.0405,5.0454,,,,,,,,,,,,,,,,15.1142,2085860,660.7236,539.555,TRUE,micro,interpolation
ZWE,2015,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2015,national,,,,consumption,,,2.116,0.2815,0.0745,0.027,0.0939,4.9774,,,,,,,,,,,,,,,,0.485,13814642,1445.0697,1293.5586,TRUE,mixed,interpolation
ROU,2015,Europe & Central Asia,ECA,Romania,ROU,2015,national,,,,income,,,2.122,0.0525,0.0167,0.0085,0.0251,12.3406,10.9172,0.2573,0.3591,0.3218,0.0164,0.0344,0.0517,0.0663,0.0806,0.0965,0.1134,0.1333,0.1598,0.2477,,1.805,19815616,8969.1489,5531.5076,FALSE,micro,survey
TLS,2015,East Asia & Pacific,EAP,Timor-Leste,TLS,2015,national,,,,consumption,,,2.132,0.089,0.0146,0.0038,0.0171,4.5091,3.9351,0.1338,0.2865,0.2284,0.0404,0.0538,0.0629,0.0713,0.08,0.0891,0.1006,0.1177,0.1442,0.2399,,0.4231,1196294,1332.7919,775.7895,TRUE,micro,extrapolation
LAO,2015,East Asia & Pacific,EAP,Lao PDR,LAO,2015,national,,,,consumption,,,2.127,0.0858,0.0152,0.0042,0.0181,5.9122,,,,,,,,,,,,,,,,3133.8118,6741160,2140.0443,1520.5592,TRUE,micro,interpolation
VNM,2015,East Asia & Pacific,EAP,Vietnam,VNM,2015,national,,,,consumption,,,2.272,0.0182,0.0034,0.001,0.0041,11.3696,,,,,,,,,,,,,,,,7807.6123,92677082,2085.1013,1417.0702,TRUE,micro,interpolation
BGD,2015,South Asia,SAS,Bangladesh,BGD,2015,national,,,,consumption,,,2.189,0.1527,0.0278,0.0079,0.0332,4.3951,,,,,,,,,,,,,,,,29.5141,156256287,1285.5741,912.8477,TRUE,micro,interpolation
KEN,2015,Sub-Saharan Africa,SSA,Kenya,KEN,2015,national,,,,consumption,,,2.053,0.2723,0.0798,0.0342,0.1088,4.2399,,,,,,,,,,,,,,,,41.6348,47878339,1464.554,1054.131,TRUE,micro,interpolation
SLE,2015,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2015,national,,,,consumption,,,2.265,0.3728,0.0977,0.0367,0.1255,3.486,,,,,,,,,,,,,,,,2128.5188,7171909,588.2289,606.3973,TRUE,micro,interpolation
AFG,2015,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
GIN,2015,Sub-Saharan Africa,SSA,Guinea,GIN,2015,national,,,,consumption,,,2.166,0.2161,0.0552,0.0211,0.0717,3.947,,,,,,,,,,,,,,,,3446.9322,11432096,769.2555,655.4314,TRUE,micro,interpolation
BTN,2015,South Asia,SAS,Bhutan,BTN,2015,national,,,,consumption,,,2.266,0.0071,0.0011,3e-04,0.0014,13.314,,,,,,,,,,,,,,,,20.4738,727885,2752.6302,1640.6485,TRUE,micro,interpolation
SDN,2015,Sub-Saharan Africa,SSA,Sudan,SDN,2015,national,,,,consumption,,,2.383,0.2113,0.051,0.0188,0.0655,4.5403,3.6616,0.197,0.3424,0.2755,0.0317,0.0465,0.056,0.0647,0.0746,0.0863,0.0996,0.1167,0.146,0.2778,,6.464,38902948,1329.636,586.9012,TRUE,micro,extrapolation
BWA,2015,Sub-Saharan Africa,SSA,Botswana,BWA,2015,national,,,,consumption,,,2.351,0.1949,0.0565,0.0238,0.0761,9.055,,,,,,,,,,,,,,,,5.0087,2120716,6402.9102,3537.3375,TRUE,micro,interpolation
TUN,2015,Middle East & North Africa,MNA,Tunisia,TUN,2015,national,,,,consumption,,,2.413,0.0038,6e-04,1e-04,7e-04,13.6343,,,,,,,,,,,,,,,,0.7423,11179951,4094.8363,2754.2713,TRUE,micro,interpolation
CAF,2015,Sub-Saharan Africa,SSA,Central African Republic,CAF,2015,national,,,,consumption,,,2.439,0.7565,0.4197,0.2772,0.7509,2.3872,1.675,0.5706,0.5624,0.4755,0.0121,0.0212,0.0302,0.0397,0.0501,0.0611,0.0765,0.1006,0.1463,0.4622,,306.8083,4493171,377.4229,311.1005,TRUE,micro,extrapolation
PHL,2015,East Asia & Pacific,EAP,Philippines,PHL,2015,national,,,,consumption,,,2.43,0.1249,0.0256,0.0079,0.0311,6.7605,4.8438,0.2671,0.4035,0.3656,0.027,0.038,0.0465,0.0555,0.0658,0.0785,0.0952,0.1192,0.1598,0.3145,,19.3925,102113206,3001.0432,2174.9427,FALSE,micro,survey
KGZ,2015,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2015,national,,,,consumption,,,2.665,0.0561,0.0102,0.0032,0.0126,6.0994,5.094,0.14,0.29,0.2234,0.0406,0.0543,0.0631,0.0711,0.0792,0.0885,0.0999,0.1149,0.1407,0.2477,,19.3727,5956900,1121.0828,1015.1021,FALSE,micro,survey
NIC,2015,Latin America & Caribbean,LAC,Nicaragua,NIC,2015,national,,,,income,,,2.599,0.0565,0.0144,0.0054,0.0185,12.1708,8.0742,0.3666,0.4616,0.3709,0.0198,0.0317,0.0408,0.0508,0.0623,0.0746,0.0887,0.1108,0.1484,0.3721,,11.5284,6223234,2049.8517,1445.0957,TRUE,micro,extrapolation
MMR,2015,East Asia & Pacific,EAP,Myanmar,MMR,2015,national,,,,consumption,,,2.517,0.1077,0.0248,0.009,0.0315,6.4148,4.7684,0.2505,0.3807,0.2862,0.0295,0.0438,0.0525,0.0609,0.0697,0.0804,0.0938,0.1121,0.1402,0.3171,,389.8429,52680724,1225.9094,639.0621,FALSE,micro,survey
DZA,2015,Middle East & North Africa,MNA,Algeria,DZA,2015,national,,,,consumption,,,2.584,0.0063,0.0019,0.0012,0.0019,10.1336,8.0436,0.1253,0.2762,0.226,0.0405,0.0531,0.0636,0.0731,0.0824,0.0923,0.1039,0.119,0.1436,0.2286,,38.2097,39728020,4177.8895,1713.3724,TRUE,group,extrapolation
ETH,2015,Sub-Saharan Africa,SSA,Ethiopia,ETH,2015,national,,,,consumption,,,2.531,0.3791,0.1147,0.0497,0.1554,3.697,,,,,,,,,,,,,,,,8.4964,100835453,660.606,458.6408,TRUE,micro,interpolation
LKA,2015,South Asia,SAS,Sri Lanka,LKA,2015,national,,,,consumption,,,2.506,0.0374,0.0056,0.0014,0.0065,8.6542,,,,,,,,,,,,,,,,55.5009,20970000,3843.7807,2589.1136,TRUE,micro,interpolation
COM,2015,Sub-Saharan Africa,SSA,Comoros,COM,2015,national,,,,consumption,,,2.523,0.2521,0.091,0.0456,0.1327,6.3449,4.3893,0.3642,0.4533,0.4414,0.0161,0.0286,0.0396,0.0512,0.0625,0.0766,0.0982,0.1236,0.1669,0.3367,,213.5182,777435,1242.5856,1159.3649,TRUE,micro,extrapolation
TJK,2015,Europe & Central Asia,ECA,Tajikistan,TJK,2015,national,,,,consumption,,,2.596,0.1083,0.026,0.0099,0.0339,6.5185,5.3348,0.1935,0.34,0.2897,0.0295,0.0448,0.0552,0.0652,0.076,0.0878,0.1025,0.1217,0.1533,0.2639,,2.5948,8454019,978.405,696.9623,FALSE,micro,survey
ZAF,2015,Sub-Saharan Africa,SSA,South Africa,ZAF,2015,national,,,,consumption,,,2.476,0.249,0.0895,0.0441,0.1291,11.9431,4.7552,0.7503,0.6303,0.7877,0.0086,0.0151,0.0207,0.0271,0.035,0.0465,0.0653,0.0996,0.1771,0.505,,6.5494,55386369,6259.8397,3426.9154,TRUE,micro,extrapolation
TON,2015,East Asia & Pacific,EAP,Tonga,TON,2015,national,,,,consumption,,,2.647,0.0233,0.0048,0.0016,0.0059,10.9785,8.3063,0.2335,0.3759,0.3125,0.0275,0.0408,0.0517,0.062,0.071,0.0815,0.0951,0.1168,0.1562,0.2974,,1.7136,100780,4470.4141,,FALSE,micro,survey
COL,2015,Latin America & Caribbean,LAC,Colombia,COL,2015,national,,,,income,,,2.632,0.0719,0.0262,0.0147,0.0363,15.5892,9.651,0.4698,0.5099,0.467,0.013,0.0253,0.0345,0.0445,0.0556,0.0694,0.0871,0.1129,0.1585,0.3994,,1419.3743,47520667,6175.876,4228.9323,FALSE,micro,survey
SWZ,2015,Sub-Saharan Africa,SSA,Eswatini,SWZ,2015,national,,,,consumption,,,2.477,0.419,0.1606,0.0818,0.2351,5.5812,,,,,,,,,,,,,,,,6.1177,1104038,3680.3495,2462.6875,TRUE,micro,interpolation
MNG,2015,East Asia & Pacific,EAP,Mongolia,MNG,2015,national,,,,consumption,,,2.754,0.0149,0.0022,6e-04,0.0026,10.7978,,,,,,,,,,,,,,,,873.542,2998433,3875.3217,2314.072,TRUE,micro,interpolation
LCA,2015,Latin America & Caribbean,LAC,St. Lucia,LCA,2015,national,,,,income,,,2.801,0.099,0.045,0.0292,0.0647,16.5771,,,,,,,,,,,,,,,,2.0792,179131,10093.618,,TRUE,mixed,interpolation
KIR,2015,East Asia & Pacific,EAP,Kiribati,KIR,2015,national,,,,consumption,,,2.778,0.1308,0.0313,0.0118,0.0406,5.7685,,,,,,,,,,,,,,,,0.981,110927,1542.6165,1324.3987,TRUE,micro,interpolation
YEM,2015,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2015,national,,,,consumption,,,2.984,0.6416,0.2419,0.1172,0.343,3.1497,3.4357,0.222,0.3671,0.3018,0.03,0.0429,0.0527,0.062,0.0711,0.0819,0.0961,0.1162,0.1527,0.2944,,255.6836,26497881,1601.8301,,TRUE,micro,extrapolation
CHL,2015,Latin America & Caribbean,LAC,Chile,CHL,2015,national,,,,income,,,2.836,0.0081,0.0028,0.0017,0.0033,22.525,15.1846,0.3326,0.4437,0.3672,0.0224,0.035,0.044,0.0527,0.0621,0.0734,0.0881,0.11,0.1515,0.3606,,478.9957,17969356,13574.1692,8611.4466,FALSE,micro,survey
MRT,2015,Sub-Saharan Africa,SSA,Mauritania,MRT,2015,national,,,,consumption,,,2.843,0.1362,0.0343,0.0132,0.0446,6.456,5.3004,0.1798,0.3262,0.2839,0.0298,0.0455,0.0566,0.0671,0.0783,0.0906,0.1058,0.1244,0.1526,0.2493,,124.4526,4046304,1524.0718,973.535,TRUE,micro,extrapolation
WSM,2015,East Asia & Pacific,EAP,Samoa,WSM,2015,national,,,,consumption,,,2.786,0.0366,0.0053,0.0014,0.0063,10.8924,7.577,0.2486,0.3873,0.3142,0.0274,0.0411,0.0507,0.0598,0.0691,0.0799,0.094,0.1144,0.1507,0.3128,,1.8513,193510,4225.719,,TRUE,micro,extrapolation
DJI,2015,Middle East & North Africa,MNA,Djibouti,DJI,2015,national,,,,consumption,,,2.776,0.316,0.1171,0.0606,0.1784,5.2977,,,,,,,,,,,,,,,,104.7365,913998,2658.9492,1633.1752,TRUE,micro,interpolation
KHM,2015,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
IRN,2015,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2015,national,,,,consumption,,,2.818,0.021,0.0043,0.0013,0.0053,14.9659,,,,,,,,,,,,,,,,13944.9043,78492208,4933.3114,2494.0044,TRUE,micro,interpolation
SLV,2015,Latin America & Caribbean,LAC,El Salvador,SLV,2015,national,,,,income,,,3.071,0.0726,0.0169,0.0061,0.0216,10.9405,8.079,0.2783,0.4055,0.3439,0.0238,0.0373,0.0472,0.0573,0.068,0.0804,0.0962,0.118,0.1535,0.3183,,0.515,6325121,3705.5797,3152.4678,FALSE,micro,survey
ALB,2015,Europe & Central Asia,ECA,Albania,ALB,2015,national,,,,consumption,,,2.912,0.0136,0.0017,3e-04,0.0019,12.0554,9.8874,0.1755,0.3275,0.3004,0.0315,0.0455,0.0557,0.0658,0.0762,0.0889,0.1047,0.1252,0.1587,0.2478,,50.3574,2880703,3952.8025,3189.7056,FALSE,micro,survey
GUY,2015,Latin America & Caribbean,LAC,Guyana,GUY,2015,national,,,,income,,,3.091,0.1155,0.0568,0.0405,0.1399,12.4196,6.0427,0.4373,0.4512,0.3793,0.0109,0.0312,0.0436,0.0545,0.0657,0.0794,0.0957,0.1173,0.1572,0.3445,,115.6263,767433,5576.8259,,TRUE,micro,extrapolation
DOM,2015,Latin America & Caribbean,LAC,Dominican Republic,DOM,2015,national,,,,income,,,3.121,0.0599,0.0172,0.0074,0.0239,14.5892,9.9817,0.3537,0.4518,0.4047,0.0187,0.0314,0.0411,0.0514,0.0623,0.0752,0.0928,0.1166,0.162,0.3485,,24.3906,10281675,6921.5206,4908.5363,FALSE,micro,survey
PRY,2015,Latin America & Caribbean,LAC,Paraguay,PRY,2015,national,,,,income,,,3.016,0.0483,0.0124,0.0047,0.0159,19.0088,12.5881,0.4004,0.4761,0.4301,0.0157,0.0277,0.0385,0.0488,0.0602,0.0734,0.0917,0.1168,0.1599,0.3673,,2539.9849,6688746,5413.776,3450.0185,FALSE,micro,survey
SOM,2015,Sub-Saharan Africa,SSA,Somalia,SOM,2015,national,,,,consumption,,,3.085,0.8676,0.4725,0.2984,0.7948,1.8372,1.5173,0.2302,0.3682,0.3235,0.0253,0.0406,0.0518,0.062,0.0727,0.0853,0.1009,0.1221,0.1602,0.279,,16761.504,13797204,386.4378,443.0634,TRUE,imputed,extrapolation
PER,2015,Latin America & Caribbean,LAC,Peru,PER,2015,national,,,,income,,,3.142,0.0989,0.0324,0.0149,0.0454,13.0109,9.6042,0.3378,0.4336,0.3774,0.0163,0.0309,0.0435,0.0554,0.0675,0.0809,0.0974,0.1211,0.1609,0.3261,,1.8936,30470739,6229.1007,4068.6885,FALSE,micro,survey
ECU,2015,Latin America & Caribbean,LAC,Ecuador,ECU,2015,national,,,,income,,,3.13,0.0716,0.0247,0.0129,0.0344,15.5801,10.6675,0.3776,0.4595,0.4196,0.0157,0.03,0.0403,0.0506,0.0618,0.0761,0.0936,0.1192,0.1636,0.349,,0.5745,16212022,6124.4909,3762.1408,FALSE,micro,survey
GEO,2015,Europe & Central Asia,ECA,Georgia,GEO,2015,national,,,,consumption,,,3.197,0.1462,0.0389,0.0156,0.0514,7.8263,6.1823,0.2254,0.365,0.324,0.0263,0.0412,0.0515,0.0617,0.0729,0.086,0.1027,0.1236,0.1563,0.2779,,0.9247,3725276,4014.1859,3069.211,FALSE,micro,survey
GNQ,2015,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
ERI,2015,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
IRQ,2015,Middle East & North Africa,MNA,Iraq,IRQ,2015,national,,,,consumption,,,3.456,0.0165,0.0025,6e-04,0.0029,11.4414,9.6143,0.1425,0.2954,0.2492,0.0368,0.0512,0.061,0.0703,0.08,0.0906,0.1036,0.1214,0.1481,0.237,,586.4968,35572269,4688.318,,TRUE,micro,extrapolation
MKD,2015,Europe & Central Asia,ECA,North Macedonia,MKD,2015,national,,,,income,,,3.418,0.0956,0.0416,0.0244,0.0673,12.078,10.4139,0.2526,0.3559,0.3206,0.0166,0.0392,0.0524,0.065,0.0798,0.094,0.1107,0.1317,0.1625,0.2481,,22.1667,2070226,4861.554,3334.382,FALSE,micro,survey
SUR,2015,Latin America & Caribbean,LAC,Suriname,SUR,2015,urban,,,,income,,,3.255,0.1883,0.14,0.1265,0.0643,19.5094,8.138,0.6591,0.5785,0.5464,0,0.0103,0.025,0.0375,0.0546,0.0671,0.083,0.1174,0.1841,0.4211,,2.9343,369343,9168.2372,4550.356,TRUE,micro,extrapolation
PSE,2015,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2015,national,,,,consumption,,,3.483,0.0247,0.0053,0.0018,0.0066,13.6424,,,,,,,,,,,,,,,,2.0663,4270092,3272.1543,2891.8112,TRUE,micro,interpolation
MYS,2015,East Asia & Pacific,EAP,Malaysia,MYS,2015,national,,,,income,,,3.386,0.0029,4e-04,1e-04,5e-04,28.5021,,,,,,,,,,,,,,,,1.7269,30270965,9955.2427,5372.0348,TRUE,micro,interpolation
KSV,2015,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
GTM,2015,Latin America & Caribbean,LAC,Guatemala,GTM,2015,national,,,,income,,,3.284,0.2041,0.0668,0.0312,0.0944,9.718,6.1696,0.4099,0.4828,0.4146,0.0167,0.0283,0.0381,0.0479,0.0598,0.0723,0.0886,0.1124,0.1554,0.3805,,4.4033,15567419,3994.6369,3368.173,TRUE,micro,extrapolation
BRA,2015,Latin America & Caribbean,LAC,Brazil,BRA,2015,national,,,,income,,,3.58,0.09,0.0334,0.0177,0.0454,20.3471,12.4947,0.4904,0.5193,0.4718,0.0118,0.0238,0.0334,0.0437,0.0552,0.0687,0.0856,0.1104,0.1589,0.4085,,2.3274,204471759,8813.9898,5637.8567,FALSE,micro,survey
DMA,2015,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
GRD,2015,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
CRI,2015,Latin America & Caribbean,LAC,Costa Rica,CRI,2015,national,,,,income,,,3.707,0.0446,0.0159,0.0087,0.022,24.8932,15.7573,0.4168,0.4838,0.4655,0.0148,0.0277,0.0375,0.0469,0.0575,0.0708,0.0889,0.117,0.1707,0.368,,372.6693,4847805,11642.7781,7561.7838,FALSE,micro,survey
GAB,2015,Sub-Saharan Africa,SSA,Gabon,GAB,2015,national,,,,consumption,,,3.905,0.1163,0.0348,0.0151,0.0475,12.0638,,,,,,,,,,,,,,,,319.1603,1947690,7384.7007,2794.2533,TRUE,micro,interpolation
KAZ,2015,Europe & Central Asia,ECA,Kazakhstan,KAZ,2015,national,,,,consumption,,,3.769,0.0077,0.0012,3e-04,0.0014,11.7243,10.0616,0.1172,0.268,0.2229,0.0434,0.0563,0.0647,0.0727,0.0811,0.0911,0.1032,0.1186,0.143,0.2259,,125.2634,17542806,10510.7719,5646.1569,FALSE,micro,survey
AGO,2015,Sub-Saharan Africa,SSA,Angola,AGO,2015,national,,,,consumption,,,3.732,0.4372,0.183,0.101,0.2851,6.512,,,,,,,,,,,,,,,,107.27,27884380,4166.9798,2197.8319,TRUE,micro,interpolation
LBR,2015,Sub-Saharan Africa,SSA,Liberia,LBR,2015,national,,,,consumption,,,4.152,0.6819,0.2714,0.138,0.3945,3.899,,,,,,,,,,,,,,,,47.996,4472229,721.5811,1065.9951,TRUE,micro,interpolation
VCT,2015,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
HND,2015,Latin America & Caribbean,LAC,Honduras,HND,2015,national,,,,income,,,4.768,0.3836,0.1643,0.0921,0.2579,9.7203,6.377,0.4411,0.4925,0.487,0.0131,0.024,0.0338,0.0448,0.0581,0.0737,0.0932,0.1216,0.1715,0.3661,,10.8388,9112904,2286.203,1784.3848,FALSE,micro,survey
THA,2015,East Asia & Pacific,EAP,Thailand,THA,2015,national,,,,consumption,,,4.573,0.0253,0.0041,0.0012,0.005,15.9913,12.34,0.2116,0.3599,0.3156,0.0317,0.0431,0.0519,0.061,0.0715,0.0839,0.0993,0.1201,0.1535,0.284,,13.2873,68714519,5840.0531,2998.5579,FALSE,micro,survey
BOL,2015,Latin America & Caribbean,LAC,Bolivia,BOL,2015,national,,,,income,,,4.646,0.1185,0.0532,0.0333,0.0949,19.8165,13.9819,0.4257,0.4674,0.4191,0.0112,0.0276,0.0393,0.0509,0.0634,0.0781,0.0963,0.1216,0.1636,0.348,,2.6119,10869732,3035.9717,2077.2032,FALSE,micro,survey
JAM,2015,Latin America & Caribbean,LAC,Jamaica,JAM,2015,national,,,,consumption,,,4.941,0.17,0.0455,0.0182,0.06,14.5733,9.9535,0.3486,0.4546,0.4137,0.0206,0.0322,0.0417,0.0506,0.06,0.0722,0.0903,0.1162,0.1586,0.3576,,70.3916,2891024,4907.9274,3980.6365,TRUE,micro,extrapolation
